timestamp,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,demand
2017-12-28 01,1514440800,101.58,103.85,N,0,10,,69,-24.1,-19.7,-27,,24100,2.7,,1,,,-18.5,-19.7,5073
2017-12-28 02,1514444400,101.64,103.92,N,36,11,,70,-24.9,-20.8,-29,,24100,2.7,,2,,,-19.8,-20.8,4965
2017-12-28 03,1514448000,101.68,103.96,N,36,11,,71,-25.1,-21.1,-29,,24100,2.7,,1,,,-20.7,-21.3,4941
2017-12-28 04,1514451600,101.66,103.94,NNE,2,11,,69,-26.1,-21.8,-30,,24100,2.8,,1,,,-21.2,-22.2,4962
2017-12-28 05,1514455200,101.64,103.93,N,36,9,,68,-26.4,-22,-29,,24100,3,,1,,,-21.6,-22.2,5098
2017-12-28 06,1514458800,101.64,103.93,NW,32,4,,68,-26.4,-22,-26,,24100,3.2,,0,,,-22,-22.5,5460
2017-12-28 07,1514462400,101.68,103.97,N,36,9,,74,-23.6,-20.2,-27,,24100,3.5,,0,,,-20.2,-22.2,5822
2017-12-28 08,1514466000,101.73,104.02,NW,30,9,,66,-26,-21.3,-28,,24100,3.8,,2,,,-21,-21.8,6043
2017-12-28 09,1514469600,101.74,104.03,NW,30,11,,68,-24.5,-20.1,-28,,24100,4,,1,,,-20.1,-21.2,6188
2017-12-28 10,1514473200,101.72,104.01,NNE,1,8,,68,-23.4,-18.8,-25,,24100,4,,1,,,-18.8,-20.1,6283
2017-12-28 11,1514476800,101.7,103.99,N,0,8,,65,-22.1,-17,-23,,24100,3.8,,5,,,-17,-18.7,6337
2017-12-28 12,1514480400,101.64,103.92,NW,30,12,,63,-21.4,-15.8,-23,,24100,3.4,,8,,,-15.7,-17.1,6331
2017-12-28 13,1514484000,101.53,103.81,N,35,8,,58,-20.8,-14.2,-19,,24100,3.1,,8,,,-14.2,-15.8,6284
2017-12-28 14,1514487600,101.5,103.78,,36,3,,53,-21.2,-13.4,-15,,24100,2.8,,8,,,-13.4,-14.3,6243
2017-12-28 15,1514491200,101.48,103.76,,36,2,,51,-21,-12.8,-14,,24100,2.6,,8,,,-12.8,-13.4,6250
2017-12-28 16,1514494800,101.44,103.72,,36,3,,51,-20.9,-12.8,-15,,24100,2.6,,8,,,-12.6,-12.9,6372
2017-12-28 17,1514498400,101.39,103.67,NE,3,8,,54,-20.8,-13.2,-18,,24100,2.8,,2,,,-12.5,-13.3,6725
2017-12-28 18,1514502000,101.34,103.62,NE,4,8,,57,-20.6,-13.9,-19,,24100,3.2,,7,,,-13,-14,6719
2017-12-28 19,1514505600,101.31,103.59,NE,3,10,,59,-20.8,-14.3,-20,,24100,3.5,,7,,,-13.5,-14.3,6635
2017-12-28 20,1514509200,101.23,103.51,NE,3,11,,60,-20.6,-14.4,-21,,24100,3.7,,8,,,-14.2,-14.4,6519
2017-12-28 21,1514512800,101.16,103.43,NNE,1,8,,62,-20.4,-14.6,-20,,24100,3.7,,5,,,-14.4,-14.8,6338
2017-12-28 22,1514516400,101.1,103.37,N,0,10,,62,-20.2,-14.5,-21,,24100,3.7,,7,,,-14.5,-15.1,6021
2017-12-28 23,1514520000,101.06,103.33,N,35,7,,65,-20.4,-15.2,-20,,24100,3.7,,6,,,-14.5,-15.2,5561
2017-12-29 00,1514523600,100.98,103.24,N,0,6,,64,-20.2,-14.8,-19,,24100,3.7,,7,,,-14.8,-15.3,5259
2017-12-29 01,1514527200,100.86,103.12,N,0,8,,65,-20.8,-15.7,-21,,24100,3.7,,6,,,-14.8,-15.9,5071
2017-12-29 02,1514530800,100.8,103.05,N,35,8,,66,-20.5,-15.5,-21,,24100,3.6,,7,,,-15.5,-16.1,4941
2017-12-29 03,1514534400,100.75,103,N,0,7,,67,-19.8,-15,-20,,24100,3.6,,8,,,-15,-15.7,4883
2017-12-29 04,1514538000,100.69,102.92,ENE,6,5,,65,-19.5,-14.2,-18,,24100,3.6,,8,,,-14.2,-15,4909
2017-12-29 05,1514541600,100.6,102.83,NNE,2,9,,61,-20.2,-14.1,-20,,24100,3.5,,8,,,-14.1,-14.3,5047
2017-12-29 06,1514545200,100.55,102.78,NNE,2,11,,61,-20.2,-14.2,-21,,24100,3.3,,8,,,-14,-14.2,5397
2017-12-29 07,1514548800,100.5,102.74,NNE,3,12,,66,-19.6,-14.6,-21,,9700,3.3,,7,,,-14.1,-14.7,5792
2017-12-29 08,1514552400,100.49,102.73,NNE,2,8,,72,-18.5,-14.5,-20,,2400,3.4,,,,,-14.5,-14.7,6012
2017-12-29 09,1514556000,100.46,102.7,NNE,1,12,,76,-17.9,-14.6,-21,,2000,3.4,,,,,-14.3,-14.7,6210
2017-12-29 10,1514559600,100.45,102.68,N,0,10,,77,-17.4,-14.2,-20,,8100,3.5,,6,,,-14.2,-14.6,6328
2017-12-29 11,1514563200,100.43,102.66,NNE,2,7,,76,-16.4,-13.1,-18,,4800,3.5,,4,,,-13.1,-14.2,6393
2017-12-29 12,1514566800,100.35,102.58,NNE,3,7,,77,-14.8,-11.6,-16,,4000,3.4,,6,,,-11.6,-14,6354
2017-12-29 13,1514570400,100.24,102.46,E,9,9,,78,-12.8,-9.6,-14,,6400,3.2,,8,,,-9.6,-11.6,6314
2017-12-29 14,1514574000,100.16,102.38,E,8,7,,79,-12,-9,-13,,4800,3.1,,8,,,-8.9,-10.6,6292
2017-12-29 15,1514577600,100.13,102.34,SSE,14,4,,82,-11,-8.5,-11,,600,3.1,,,,,-8.5,-9.2,6290
2017-12-29 16,1514581200,100.14,102.35,WNW,29,18,,81,-11.6,-9,-16,,6400,3.1,,3,,,-8.4,-9.2,6383
2017-12-29 17,1514584800,100.18,102.4,W,27,20,,74,-13.4,-9.6,-17,,24100,3.2,,7,,,-8.4,-9.6,6688
2017-12-29 18,1514588400,100.15,102.37,W,27,12,,70,-15.8,-11.3,-17,,24100,3.5,,1,,,-9.6,-11.5,6661
2017-12-29 19,1514592000,100.17,102.39,WNW,28,13,,71,-17,-12.7,-20,,24100,3.8,,3,,,-10.8,-13,6570
2017-12-29 20,1514595600,100.15,102.37,WSW,24,10,,71,-17.4,-13.2,-19,,24100,4.2,,6,,,-12.3,-13.8,6436
2017-12-29 21,1514599200,100.08,102.3,WSW,24,9,,74,-16.8,-13.1,-19,,24100,4.4,,7,,,-13.1,-13.6,6237
2017-12-29 22,1514602800,100,102.22,WSW,24,10,,74,-16.1,-12.4,-18,,24100,4.6,,7,,,-12.2,-13.5,5913
2017-12-29 23,1514606400,99.91,102.12,SW,23,13,,74,-15.1,-11.3,-18,,24100,4.7,,8,,,-11.2,-12.4,5532
2017-12-30 00,1514610000,99.81,102.02,WSW,23,9,,74,-15.2,-11.4,-17,,24100,4.7,,8,,,-11.2,-11.4,5218
2017-12-30 01,1514613600,99.69,101.89,SW,23,10,,74,-15.3,-11.5,-17,,24100,4.5,,8,,,-11.1,-11.6,5009
2017-12-30 02,1514617200,99.61,101.8,WSW,24,13,,74,-14.8,-11,-17,,24100,4.4,,8,,,-10.9,-11.5,4842
2017-12-30 03,1514620800,99.56,101.75,SW,23,10,,74,-14.7,-10.8,-16,,24100,4.1,,8,,,-10.8,-11,4758
2017-12-30 04,1514624400,99.49,101.68,WSW,24,11,,75,-14.1,-10.4,-16,,24100,4,,8,,,-10.4,-10.8,4739
2017-12-30 05,1514628000,99.42,101.61,WSW,24,14,,76,-14.1,-10.6,-17,,24100,3.9,,8,,,-10.3,-10.6,4789
2017-12-30 06,1514631600,99.37,101.56,SSW,21,12,,76,-13.8,-10.4,-16,,24100,3.9,,8,,,-10.3,-10.6,4931
2017-12-30 07,1514635200,99.34,101.54,SW,22,13,,77,-13.9,-10.6,-17,,19300,3.8,,8,,,-10.4,-10.7,5110
2017-12-30 08,1514638800,99.3,101.5,WSW,24,12,,76,-14.5,-11.1,-17,,24100,3.7,,8,,,-10.6,-11.1,5285
2017-12-30 09,1514642400,99.28,101.48,SW,23,16,,75,-14.3,-10.7,-18,,24100,3.6,,8,,,-10.7,-11.2,5530
2017-12-30 10,1514646000,99.25,101.44,WSW,25,27,,73,-14.1,-10.2,-19,,24100,3.4,,8,,,-10.2,-10.6,5693
2017-12-30 11,1514649600,99.22,101.41,WSW,25,25,,71,-14.1,-9.8,-19,,24100,3.2,,8,,,-9.8,-10.2,5783
2017-12-30 12,1514653200,99.14,101.32,WSW,25,25,36,67,-13.8,-8.7,-17,,24100,3.1,,8,,,-8.7,-9.8,5835
2017-12-30 13,1514656800,99.08,101.26,W,26,22,,64,-13.7,-7.9,-16,,24100,2.9,,8,,,-7.3,-8.8,5822
2017-12-30 14,1514660400,99.07,101.25,W,27,20,,65,-13.6,-8.1,-15,,24100,2.7,,8,,,-7.3,-8.2,5783
2017-12-30 15,1514664000,99.14,101.32,NNW,34,16,,69,-12.9,-8.2,-15,,24100,2.7,,4,,,-7.7,-8.6,5780
2017-12-30 16,1514667600,99.26,101.45,NNW,34,28,39,73,-13.4,-9.4,-18,,4800,2.6,,4,,,-8.1,-9.4,5996
2017-12-30 17,1514671200,99.43,101.62,WNW,30,29,,59,-17.1,-10.5,-20,,24100,2.6,,1,,,-8.2,-10.5,6401
2017-12-30 18,1514674800,99.57,101.77,NNW,32,33,44,60,-17.8,-11.5,-22,,24100,2.5,,1,,,-10.6,-11.9,6426
2017-12-30 19,1514678400,99.72,101.93,N,35,34,45,66,-18.4,-13.3,-24,,24100,2.5,,4,,,-11.5,-13.3,6335
2017-12-30 20,1514682000,99.91,102.13,NNW,34,25,,67,-19.6,-14.8,-25,,24100,2.5,,1,,,-13.3,-14.8,6230
2017-12-30 21,1514685600,100.05,102.27,NNW,34,27,43,65,-21.2,-16.2,-27,,24100,2.4,,0,,,-14.8,-16.2,6059
2017-12-30 22,1514689200,100.17,102.39,NNW,33,22,33,65,-22.2,-17.2,-27,,24100,2.4,,0,,,-16.2,-17.2,5819
2017-12-30 23,1514692800,100.3,102.53,NNW,34,25,,65,-23.1,-18,-29,,24100,2.4,,0,,,-17.1,-18,5485
2017-12-31 00,1514696400,100.4,102.63,NNW,33,26,,66,-23.6,-18.6,-30,,24100,2.5,,0,,,-18,-18.6,5233
2017-12-31 01,1514700000,100.43,102.66,NNW,33,23,,65,-24.1,-19.2,-30,,24100,2.5,,0,,,-18.6,-19.2,5049
2017-12-31 02,1514703600,100.54,102.77,NNW,33,21,,66,-24.5,-19.6,-30,,24100,2.5,,0,,,-19.2,-19.7,4925
2017-12-31 03,1514707200,100.6,102.85,NW,30,12,,65,-25.5,-20.6,-29,,24100,2.5,,0,,,-19.6,-20.6,4857
2017-12-31 04,1514710800,100.64,102.89,NW,32,17,,67,-25.9,-21.3,-31,,24100,2.6,,0,,,-20.6,-21.3,4826
2017-12-31 05,1514714400,100.68,102.94,NNW,34,19,,68,-25.4,-20.9,-31,,24100,2.6,,0,,,-20.5,-21.6,4861
2017-12-31 06,1514718000,100.73,102.99,NW,31,12,,68,-26.1,-21.6,-30,,24100,2.6,,0,,,-20.9,-21.7,4999
2017-12-31 07,1514721600,100.72,102.98,NNW,34,15,,67,-25.9,-21.4,-31,,24100,2.6,,1,,,-21.1,-22.1,5173
2017-12-31 08,1514725200,100.8,103.07,NNW,34,14,,68,-26.2,-21.7,-31,,24100,2.7,,4,,,-21.2,-22.1,5305
2017-12-31 09,1514728800,100.88,103.16,NNW,34,16,,67,-25.4,-20.8,-30,,24100,2.7,,2,,,-20.8,-22.2,5547
2017-12-31 10,1514732400,100.92,103.2,NNW,33,15,,64,-24.9,-19.7,-29,,24100,2.7,,8,,,-19.7,-20.8,5727
2017-12-31 11,1514736000,100.9,103.17,NNW,34,8,,63,-23.6,-18.1,-24,,24100,2.6,,8,,,-18.1,-19.7,5850
2017-12-31 12,1514739600,100.85,103.12,N,35,9,,61,-22.9,-17,-23,,24100,2.5,,7,,,-16.8,-18,5898
2017-12-31 13,1514743200,100.77,103.04,NNE,2,10,,59,-22.4,-16.1,-23,,24100,2.4,,6,,,-15.9,-16.9,5877
2017-12-31 14,1514746800,100.79,103.06,N,34,10,,56,-22,-15,-21,,24100,2.3,,2,,,-14.9,-16.1,5854
2017-12-31 15,1514750400,100.79,103.06,NNE,3,9,,54,-22.4,-14.9,-21,,24100,2.3,,2,,,-14.6,-15.1,5908
2017-12-31 16,1514754000,100.82,103.09,,36,1,,53,-22.4,-14.8,-16,,24100,2.3,,1,,,-14.5,-14.9,6098
2017-12-31 17,1514757600,100.83,103.1,,36,2,,54,-22.1,-14.8,-16,,24100,2.4,,1,,,-14.7,-15.1,6505
2017-12-31 18,1514761200,100.85,103.12,,36,2,,56,-21.9,-15,-16,,24100,2.7,,1,,,-14.8,-15.5,6495
2017-12-31 19,1514764800,100.87,103.15,N,0,14,,59,-22.6,-16.3,-24,,24100,3,,0,,,-15,-16.6,6303
2017-12-31 20,1514768400,100.88,103.16,N,0,11,,61,-22.8,-16.9,-24,,24100,3.3,,0,,,-16.2,-17.4,6124
2017-12-31 21,1514772000,100.87,103.15,WNW,30,11,,64,-23.7,-18.4,-26,,24100,3.5,,0,,,-16.9,-19.5,5904
2017-12-31 22,1514775600,100.88,103.16,WNW,30,9,,65,-22.9,-17.8,-24,,24100,3.6,,0,,,-17.6,-18.6,5674
2017-12-31 23,1514779200,100.91,103.18,NW,31,10,,65,-22.8,-17.7,-24,,24100,3.8,,0,,,-17.1,-18.2,5479
2018-01-01 00,1514782800,100.89,103.16,N,0,9,,67,-24.1,-19.5,-26,,24100,4,,0,,,-17.5,-19.7,5340
2018-01-01 01,1514786400,100.9,103.18,W,28,12,,71,-25.7,-21.7,-30,,24100,4,,1,,,-18.9,-22.6,5211
2018-01-01 02,1514790000,100.89,103.16,W,27,9,,73,-23,-19.3,-26,,24100,4,,1,,,-19.3,-21.3,5096
2018-01-01 03,1514793600,100.88,103.15,W,27,4,,73,-23.9,-20.3,-24,,24100,4,,0,,,-19,-20.5,4987
2018-01-01 04,1514797200,100.83,103.1,WNW,28,4,,75,-23.2,-19.9,-23,,24100,4.1,,1,,,-19.4,-20.8,4926
2018-01-01 05,1514800800,100.79,103.05,,36,2,,76,-22,-18.7,-20,,24100,4.2,,7,,,-18.7,-20.1,4944
2018-01-01 06,1514804400,100.72,102.98,SSW,21,5,,75,-21,-17.5,-21,,24100,4.2,,5,,,-17.5,-18.7,5031
2018-01-01 07,1514808000,100.68,102.94,SSE,15,5,,75,-20.8,-17.4,-21,,24100,4.3,,2,,,-17,-17.7,5142
2018-01-01 08,1514811600,100.64,102.91,WSW,25,12,,77,-21.6,-18.5,-26,,24100,4.4,,2,,,-17.3,-19.2,5186
2018-01-01 09,1514815200,100.59,102.85,WSW,25,21,,76,-18.1,-14.9,-24,,24100,4.3,,6,,,-14.9,-19.3,5345
2018-01-01 10,1514818800,100.59,102.84,WSW,25,27,,72,-16.8,-12.8,-23,,24100,4,,7,,,-12.8,-14.9,5504
2018-01-01 11,1514822400,100.56,102.81,WSW,25,32,42,67,-16.3,-11.4,-22,,24100,3.3,,6,,,-11.2,-12.8,5554
2018-01-01 12,1514826000,100.46,102.71,WSW,25,37,50,63,-15.8,-10,-20,,24100,2.8,,6,,,-9.9,-11.5,5622
2018-01-01 13,1514829600,100.39,102.64,WSW,25,28,42,62,-15.6,-9.7,-19,,24100,2.5,,7,,,-9.6,-10.3,5651
2018-01-01 14,1514833200,100.36,102.59,WSW,25,35,47,61,-15,-8.7,-18,,24100,2.5,,7,,,-8.7,-9.7,5740
2018-01-01 15,1514836800,100.43,102.68,NW,31,33,47,69,-14.9,-10.3,-20,,11300,2.4,,8,,,-8.7,-10.3,5771
2018-01-01 16,1514840400,100.49,102.74,NW,32,26,35,57,-17.6,-10.6,-20,,24100,2.4,,4,,,-9,-10.6,5976
2018-01-01 17,1514844000,100.53,102.78,NW,30,28,54,59,-17.8,-11.4,-21,,24100,2.3,,4,,,-10.6,-11.4,6509
2018-01-01 18,1514847600,100.63,102.88,WNW,30,29,40,58,-19,-12.3,-22,,24100,2.3,,3,,,-11.4,-12.3,6594
2018-01-01 19,1514851200,100.69,102.94,WNW,30,29,,60,-19.4,-13.2,-24,,24100,2.4,,5,,,-12.3,-13.2,6439
2018-01-01 20,1514854800,100.74,103,W,28,21,,62,-19.7,-13.9,-23,,24100,2.5,,3,,,-13.2,-14.1,6250
2018-01-01 21,1514858400,100.75,103,W,27,21,,64,-19.8,-14.4,-24,,24100,2.6,,3,,,-13.8,-14.5,6037
2018-01-01 22,1514862000,100.75,102.99,W,26,22,,65,-19.2,-13.9,-23,,24100,2.7,,4,,,-13.9,-14.6,5735
2018-01-01 23,1514865600,100.75,102.98,W,26,17,,64,-17.8,-12.3,-20,,24100,2.8,,7,,,-12.2,-13.9,5438
2018-01-02 00,1514869200,100.73,102.95,WSW,25,10,,66,-16.9,-11.7,-17,,19300,3,,8,,,-11.6,-12.9,5199
2018-01-02 01,1514872800,100.68,102.9,SW,23,14,,68,-16,-11.3,-18,,24100,3.2,,8,,,-11.2,-11.7,5037
2018-01-02 02,1514876400,100.66,102.88,SW,22,11,,73,-15.6,-11.6,-18,,9700,3.4,,8,,,-11.2,-11.6,4940
2018-01-02 03,1514880000,100.66,102.88,WSW,25,10,,78,-14.4,-11.2,-17,,4800,3.4,,8,,,-11.2,-11.6,4900
2018-01-02 04,1514883600,100.61,102.83,SW,22,11,,79,-14.2,-11.3,-17,,8100,3.3,,8,,,-11.2,-11.6,4903
2018-01-02 05,1514887200,100.57,102.79,SW,23,22,,80,-12.9,-10.1,-18,,8100,3.1,,8,,,-10,-11.3,5152
2018-01-02 06,1514890800,100.54,102.76,WSW,25,36,48,77,-13,-9.7,-20,,4800,3,,7,,,-9.5,-10.8,5558
2018-01-02 07,1514894400,100.52,102.74,WSW,25,31,44,76,-13.9,-10.5,-20,,12900,2.8,,5,,,-9.7,-10.5,6052
2018-01-02 08,1514898000,100.49,102.71,WSW,25,37,48,76,-14.4,-10.9,-22,,9700,2.7,,7,,,-9.7,-11,6301
2018-01-02 09,1514901600,100.45,102.68,SW,23,28,44,75,-15.4,-11.8,-22,,9700,2.7,,8,,,-10.8,-11.8,6503
2018-01-02 10,1514905200,100.37,102.59,SW,22,22,32,73,-15.2,-11.3,-20,,16100,2.8,,8,,,-11.3,-12,6666
2018-01-02 11,1514908800,100.32,102.54,WSW,23,27,37,71,-14.7,-10.4,-20,,19300,2.9,,8,,,-10.4,-11.9,6751
2018-01-02 12,1514912400,100.23,102.44,WSW,24,29,43,70,-14.3,-9.7,-19,,19300,2.9,,8,,,-9.7,-10.4,6758
2018-01-02 13,1514916000,100.11,102.31,WSW,25,37,50,69,-13.5,-8.7,-19,,19300,2.9,,8,,,-8.7,-9.7,6723
2018-01-02 14,1514919600,100.04,102.24,WSW,25,36,52,67,-13.2,-8.2,-18,,19300,2.9,,7,,,-8.2,-8.7,6663
2018-01-02 15,1514923200,100.01,102.21,WSW,25,39,52,68,-13.1,-8.2,-18,,19300,2.9,,7,,,-7.8,-8.3,6636
2018-01-02 16,1514926800,100.05,102.25,WSW,24,34,51,68,-13.3,-8.4,-18,,16100,2.9,,7,,,-8,-8.4,6747
2018-01-02 17,1514930400,100.05,102.25,SW,22,26,35,67,-14.1,-9.1,-18,,24100,3,,7,,,-8.1,-9.1,7041
2018-01-02 18,1514934000,100.11,102.32,WSW,24,22,34,70,-15.3,-10.7,-19,,24100,3,,7,,,-9.1,-10.9,7019
2018-01-02 19,1514937600,100.09,102.3,WSW,24,18,29,70,-15.4,-10.9,-19,,24100,3.2,,7,,,-10.6,-11.1,6917
2018-01-02 20,1514941200,100.03,102.24,WSW,24,23,35,68,-15.9,-11.2,-20,,24100,3.3,,5,,,-10.8,-11.2,6807
2018-01-02 21,1514944800,99.95,102.16,WSW,24,15,34,67,-16.9,-12,-19,,24100,3.3,,6,,,-11.2,-12,6583
2018-01-02 22,1514948400,99.88,102.09,WSW,24,26,40,67,-17,-12.1,-22,,24100,3.3,,7,,,-11.8,-12.2,6224
2018-01-02 23,1514952000,99.85,102.06,WSW,24,39,59,67,-17.2,-12.3,-24,,16100,3.3,,6,,,-11.8,-12.4,5824
2018-01-03 00,1514955600,99.89,102.1,WSW,24,38,49,63,-18.6,-12.9,-24,,19300,3.3,,5,,,-12.3,-12.9,5484
2018-01-03 01,1514959200,99.88,102.08,WSW,24,27,39,58,-19.6,-13.1,-23,,24100,3.2,,6,,,-12.9,-13.1,5284
2018-01-03 02,1514962800,99.86,102.06,WSW,24,29,,57,-20.2,-13.4,-24,,24100,3.1,,7,,,-13.1,-13.4,5157
2018-01-03 03,1514966400,99.83,102.03,WSW,24,27,36,54,-20.6,-13.1,-23,,24100,3,,7,,,-13.1,-13.5,5115
2018-01-03 04,1514970000,99.78,101.98,WSW,23,31,,50,-20.4,-12,-22,,24100,3,,7,,,-12,-13.1,5110
2018-01-03 05,1514973600,99.78,101.98,W,26,22,,49,-20.1,-11.3,-20,,24100,3,,7,,,-11.2,-11.9,5276
2018-01-03 06,1514977200,99.75,101.95,WSW,24,28,,45,-21,-11.2,-21,,24100,3,,7,,,-11.2,-11.6,5675
2018-01-03 07,1514980800,99.73,101.93,SW,22,25,,44,-21,-11,-20,,24100,3,,7,,,-10.8,-11.2,6183
2018-01-03 08,1514984400,99.74,101.94,SW,23,21,,52,-19.6,-11.6,-20,,24100,3.1,,7,,,-11,-12.2,6393
2018-01-03 09,1514988000,99.69,101.89,SW,22,14,,48,-19.6,-10.7,-17,,24100,3.3,,7,,,-10.7,-11.5,6524
2018-01-03 10,1514991600,99.66,101.86,SSW,21,10,,49,-18,-9.1,-14,,24100,3.3,,6,,,-9.1,-10.6,6588
2018-01-03 11,1514995200,99.61,101.81,SW,21,23,34,60,-15.1,-8.6,-17,,24100,3.1,,7,,,-8.3,-9.3,6650
2018-01-03 12,1514998800,99.48,101.67,SW,22,29,41,59,-14,-7.2,-16,,24100,3,,7,,,-7,-8.5,6636
2018-01-03 13,1515002400,99.38,101.57,SW,22,24,36,59,-13.7,-6.9,-15,,24100,2.9,,7,,,-6.8,-7.4,6674
2018-01-03 14,1515006000,99.28,101.47,SW,22,22,36,62,-12.7,-6.5,-14,,19300,2.9,,8,,,-6.3,-7,6648
2018-01-03 15,1515009600,99.24,101.43,SSW,20,21,,68,-11.8,-6.8,-14,,12900,2.9,,8,,,-6.3,-6.8,6678
2018-01-03 16,1515013200,99.25,101.43,SSW,20,21,32,71,-11.4,-7,-14,,4800,2.9,,8,,,-6.6,-7,6787
2018-01-03 17,1515016800,99.27,101.45,SW,22,17,,75,-10.6,-7,-13,,9700,3,,8,,,-7,-7.1,7044
2018-01-03 18,1515020400,99.34,101.52,SW,23,26,36,69,-12.2,-7.5,-16,,16100,3.1,,8,,,-7,-7.5,7034
2018-01-03 19,1515024000,99.39,101.58,SW,23,23,,71,-12.4,-7.9,-16,,12900,3.1,,8,,,-7.5,-7.9,6949
2018-01-03 20,1515027600,99.41,101.6,WSW,24,24,,73,-12.9,-8.8,-17,,16100,3.1,,8,,,-7.9,-8.9,6822
2018-01-03 21,1515031200,99.37,101.56,W,26,25,,73,-13.1,-9.2,-18,,16100,3.1,,8,,,-8.8,-9.2,6586
2018-01-03 22,1515034800,99.32,101.5,W,26,19,,71,-13.7,-9.4,-17,,24100,3.2,,8,,,-9,-9.4,6217
2018-01-03 23,1515038400,99.26,101.44,WSW,24,13,,72,-13.7,-9.5,-16,,24100,3.4,,8,,,-9.4,-9.6,5783
2018-01-04 00,1515042000,99.32,101.5,SW,21,10,,71,-13.4,-9.2,-14,,24100,3.5,,8,,,-9.2,-9.6,5425
2018-01-04 01,1515045600,99.27,101.45,SW,22,8,,71,-13.5,-9.2,-14,,19300,3.5,,8,,,-9,-9.2,5218
2018-01-04 02,1515049200,99.28,101.46,WSW,24,14,,73,-13.1,-9.2,-16,,19300,3.5,,8,,,-9.1,-9.3,5109
2018-01-04 03,1515052800,99.26,101.44,WSW,23,12,,74,-13.1,-9.2,-15,,24100,3.6,,8,,,-9.2,-9.3,5043
2018-01-04 04,1515056400,99.18,101.36,WSW,25,14,,75,-13.2,-9.6,-16,,24100,3.7,,7,,,-9.2,-9.8,5044
2018-01-04 05,1515060000,99.18,101.36,WNW,28,15,,76,-13.3,-9.8,-16,,24100,3.8,,6,,,-9.6,-10.1,5214
2018-01-04 06,1515063600,99.25,101.43,NW,31,26,,70,-14.6,-10.1,-19,,24100,3.7,,4,,,-8.9,-10.1,5613
2018-01-04 07,1515067200,99.25,101.43,NW,30,19,,66,-16.5,-11.3,-19,,24100,3.4,,4,,,-10.2,-11.4,6085
2018-01-04 08,1515070800,99.25,101.44,NW,30,26,,65,-17.7,-12.4,-22,,24100,3,,3,,,-11.3,-12.4,6368
2018-01-04 09,1515074400,99.17,101.36,NW,31,32,,66,-18,-12.9,-24,,24100,2.8,,3,,,-12.5,-13,6524
2018-01-04 10,1515078000,99.1,101.29,NW,32,33,43,64,-17,-11.5,-22,,24100,2.7,,3,,,-11.5,-12.9,6573
2018-01-04 11,1515081600,99.14,101.32,NNW,33,41,,55,-18.2,-10.9,-22,,24100,2.5,,3,,,-10.8,-11.4,6695
2018-01-04 12,1515085200,99.18,101.37,N,0,33,,58,-17.9,-11.3,-22,,24100,2.4,,4,,,-10.7,-11.7,6706
2018-01-04 13,1515088800,99.13,101.32,NNW,33,38,,56,-18.8,-11.6,-23,,24100,2.3,,4,,,-11.2,-11.9,6736
2018-01-04 14,1515092400,99.08,101.26,NNW,33,40,54,55,-19.1,-11.7,-23,,24100,2.3,,4,,,-11.3,-11.8,6663
2018-01-04 15,1515096000,99.07,101.26,NW,32,38,48,55,-19.2,-11.9,-23,,24100,2.3,,4,,,-11.6,-12,6658
2018-01-04 16,1515099600,99.1,101.29,NW,32,28,39,58,-19.2,-12.6,-23,,24100,2.3,,4,,,-11.8,-12.6,6770
2018-01-04 17,1515103200,99.11,101.3,NW,32,42,54,59,-20.3,-13.9,-26,,24100,2.2,,3,,,-12.7,-13.9,7091
2018-01-04 18,1515106800,99.12,101.32,NW,32,36,,60,-20.9,-14.9,-27,,24100,2.3,,2,,,-13.9,-14.9,7164
2018-01-04 19,1515110400,99.15,101.35,NNW,34,28,42,62,-20.9,-15.2,-26,,24100,2.3,,2,,,-14.9,-15.2,7128
2018-01-04 20,1515114000,99.21,101.42,NNW,34,34,47,66,-22.3,-17.4,-30,,24100,2.3,,1,,,-15.3,-17.4,7032
2018-01-04 21,1515117600,99.23,101.44,NNW,34,35,46,65,-23.2,-18.1,-31,,24100,2.3,,1,,,-17.4,-18.1,6857
2018-01-04 22,1515121200,99.25,101.46,N,35,24,37,64,-24.1,-18.9,-30,,24100,2.3,,1,,,-18.1,-18.9,6586
2018-01-04 23,1515124800,99.26,101.47,NNW,33,31,42,64,-24.8,-19.5,-32,,24100,2.3,,0,,,-18.9,-19.5,6215
2018-01-05 00,1515128400,99.26,101.48,NNW,32,26,40,64,-25.3,-20.1,-32,,24100,2.3,,0,,,-19.5,-20.1,5890
2018-01-05 01,1515132000,99.27,101.49,NNW,32,29,42,65,-25.6,-20.5,-33,,24100,2.2,,0,,,-20,-20.5,5639
2018-01-05 02,1515135600,99.31,101.53,NW,32,32,,66,-26,-21.2,-34,,24100,2.2,,0,,,-20.5,-21.2,5559
2018-01-05 03,1515139200,99.39,101.61,NW,32,28,,66,-26.4,-21.6,-34,,24100,2.2,,0,,,-21,-21.6,5492
2018-01-05 04,1515142800,99.41,101.64,NW,31,23,32,66,-26.7,-21.9,-34,,24100,2.2,,0,,,-21.6,-22,5509
