timestamp,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,demand
2017-01-01 00,1483246800,98.67,100.79,W,26,35,45,69,-4.5,0.5,,,24100,,,7,,,0.9,0.3,5665
2017-01-01 01,1483250400,98.83,100.95,W,26,35,,70,-4.5,0.3,,,24100,,,7,,,0.6,0.2,5665
2017-01-01 02,1483254000,98.95,101.08,W,26,32,43,67,-5.4,0,-7,,24100,2.3,,7,,,0.3,-0.1,5665
2017-01-01 03,1483257600,99.14,101.27,W,26,28,,69,-5.1,-0.1,-6,,24100,2.3,,7,,,0,-0.2,5665
2017-01-01 04,1483261200,99.28,101.41,W,26,27,,69,-5.1,-0.1,-6,,24100,2.2,,7,,,-0.1,-0.3,5665
2017-01-01 05,1483264800,99.35,101.49,WSW,25,18,,69,-5.1,-0.1,-5,,24100,2.3,,7,,,-0.1,-0.2,5665
2017-01-01 06,1483268400,99.46,101.6,SW,23,16,,70,-5.2,-0.4,-5,,24100,2.3,,6,,,-0.1,-0.4,5665
2017-01-01 07,1483272000,99.59,101.74,SW,23,15,,70,-6.4,-1.6,-6,,24100,2.3,,5,,,-0.4,-1.7,5665
2017-01-01 08,1483275600,99.73,101.88,SW,23,19,,70,-6.7,-1.9,-7,,24100,2.4,,7,,,-1.6,-1.9,5665
2017-01-01 09,1483279200,99.85,102,WSW,23,23,,68,-7,-1.8,-8,,24100,2.4,,1,,,-1.8,-2.3,5665
2017-01-01 10,1483282800,99.97,102.12,WSW,24,24,,66,-6.7,-1.1,-7,,24100,2.4,,1,,,-1,-1.8,5665
2017-01-01 11,1483286400,100.06,102.21,WSW,25,19,,62,-6.3,0.1,,,24100,2.3,,2,,,0.1,-1,5665
2017-01-01 12,1483290000,99.99,102.14,WSW,24,21,,59,-6.3,0.8,,,24100,2.2,,1,,,0.9,0.1,5665
2017-01-01 13,1483293600,100,102.15,WSW,23,20,,55,-6.9,1.2,,,24100,2.2,,1,,,1.6,0.6,5665
2017-01-01 14,1483297200,99.98,102.13,WSW,25,17,,57,-6.4,1.2,,,24100,2.2,,0,,,1.8,1.1,5665
2017-01-01 15,1483300800,100.06,102.21,W,25,18,,54,-6.6,1.7,,,24100,2.3,,0,,,1.7,1.2,5665
2017-01-01 16,1483304400,100.17,102.33,WSW,24,17,,57,-6.4,1.2,,,24100,2.4,,0,,,1.8,1.2,5665
2017-01-01 17,1483308000,100.23,102.39,WSW,23,8,,55,-7.4,0.6,,,24100,2.6,,2,,,1.3,0.5,5665
2017-01-01 18,1483311600,100.36,102.52,SSW,20,15,,57,-6.9,0.7,,,24100,2.8,,1,,,0.9,0.2,5665
2017-01-01 19,1483315200,100.38,102.55,SSW,19,8,,60,-6.8,0.1,,,24100,2.9,,0,,,0.7,0.1,5665
2017-01-01 20,1483318800,100.44,102.61,WSW,24,8,,64,-6.2,-0.2,-3,,24100,3.1,,0,,,0.1,-0.3,5665
2017-01-01 21,1483322400,100.5,102.67,SW,23,6,,67,-6.4,-1,-3,,24100,3.2,,1,,,-0.2,-1,5665
2017-01-01 22,1483326000,100.52,102.69,SW,23,10,,74,-4.7,-0.6,-4,,24100,3.3,,3,,,-0.6,-1.2,5665
2017-01-01 23,1483329600,100.54,102.71,,36,2,,72,-5.1,-0.7,-1,,24100,3.4,,3,,,-0.7,-1.5,5665
2017-01-02 00,1483333200,100.51,102.68,SE,12,5,,72,-5.6,-1.2,-3,,24100,3.5,,3,,,-0.6,-1.7,5774
2017-01-02 01,1483336800,100.55,102.72,NNE,2,8,,80,-5.4,-2.4,-6,,24100,3.7,,3,,,-1.2,-2.5,5777
2017-01-02 02,1483340400,100.55,102.72,NE,3,10,,81,-5.1,-2.3,-6,,24100,3.9,,3,,,-1.7,-2.8,5781
2017-01-02 03,1483344000,100.62,102.79,N,0,7,,78,-5.2,-1.9,-5,,24100,4.1,,6,,,-1.4,-2.2,5784
2017-01-02 04,1483347600,100.57,102.74,NE,4,10,,80,-5.1,-2.1,-6,,24100,4.1,,6,,,-1.8,-2.7,5787
2017-01-02 05,1483351200,100.61,102.78,NW,30,7,,83,-5.5,-3,-6,,24100,3.9,,6,,,-1,-3.1,5791
2017-01-02 06,1483354800,100.58,102.75,NNE,2,9,,85,-4.9,-2.7,-6,,24100,3.7,,7,,,-2.6,-3.4,5794
2017-01-02 07,1483358400,100.6,102.77,N,1,15,,84,-4.9,-2.6,-8,,24100,3.6,,6,,,-2.2,-3.1,5797
2017-01-02 08,1483362000,100.6,102.78,NNE,3,12,,86,-5.7,-3.7,-8,,16100,3.6,,5,,,-2.4,-3.7,5801
2017-01-02 09,1483365600,100.58,102.75,NNE,2,11,,90,-3.4,-2,-6,,16100,3.6,,4,,,-2,-4.1,5804
2017-01-02 10,1483369200,100.55,102.72,ENE,6,13,,90,-0.2,1.3,,,16100,3.5,,4,,,1.3,-2,5807
2017-01-02 11,1483372800,100.5,102.66,E,8,19,35,81,0.1,3,,,19300,3.2,,5,,,3.1,1.3,5811
2017-01-02 12,1483376400,100.39,102.55,ENE,6,20,,77,0.2,3.9,,,24100,2.8,,5,,,3.9,3.1,5814
2017-01-02 13,1483380000,100.32,102.48,E,9,18,,65,-1.3,4.7,,,24100,2.6,,5,,,4.7,3.9,5817
2017-01-02 14,1483383600,100.33,102.49,E,8,15,,69,-1,4.2,,,24100,2.5,,8,,,4.8,4.2,5821
2017-01-02 15,1483387200,100.31,102.47,ENE,7,17,,73,-0.4,4,,,24100,2.5,,8,,,4.2,3.8,5824
2017-01-02 16,1483390800,100.23,102.39,E,8,23,,78,-0.2,3.3,,,24100,2.5,,8,,,3.9,3.3,5827
2017-01-02 17,1483394400,100.22,102.38,E,8,17,,80,0.1,3.2,,,24100,2.5,,8,,,3.4,3.1,5830
2017-01-02 18,1483398000,100.23,102.39,E,8,11,,80,0.2,3.3,,,24100,2.5,,8,,,3.3,3.2,5834
2017-01-02 19,1483401600,100.08,102.24,E,9,16,,80,0.2,3.3,,,24100,2.5,,8,,,3.4,3.2,5837
2017-01-02 20,1483405200,99.95,102.11,E,9,7,,82,0.7,3.5,,,24100,2.5,,8,,,3.5,3.3,5840
2017-01-02 21,1483408800,99.87,102.02,ENE,7,12,,87,1.6,3.6,,,24100,2.5,,8,,,3.6,3.5,5844
2017-01-02 22,1483412400,99.84,101.98,E,8,11,,91,2.2,3.5,,,19300,2.4,,8,,,3.6,3.5,5847
2017-01-02 23,1483416000,99.77,101.91,E,8,12,,94,2.4,3.3,,,19300,2.3,,8,,,3.5,3.3,5850
2017-01-03 00,1483419600,99.67,101.8,ENE,6,16,,95,2.6,3.3,,,16100,2.3,,8,,,3.3,3.3,5854
2017-01-03 01,1483423200,99.59,101.72,E,8,10,,95,2.5,3.2,,,19300,2.2,,8,,,3.3,3.2,5857
2017-01-03 02,1483426800,99.56,101.69,ENE,7,10,,96,2.6,3.2,,,6400,2.2,,8,,,3.3,3.2,5860
2017-01-03 03,1483430400,99.51,101.64,NE,4,10,,96,2.4,3,,,8100,2.2,,8,,,3.3,2.8,5864
2017-01-03 04,1483434000,99.42,101.55,ENE,7,12,,97,2.9,3.3,,,6400,2.1,,8,,,3.3,3,5867
2017-01-03 05,1483437600,99.27,101.4,ESE,10,12,,97,3,3.4,,,8100,2,,8,,,3.4,3.2,5870
2017-01-03 06,1483441200,99.13,101.25,ESE,11,16,,97,3.3,3.7,,,6400,2,,8,,,3.7,3.4,5874
2017-01-03 07,1483444800,99.04,101.16,ESE,10,16,,97,3.4,3.8,,,6400,2,,8,,,3.8,3.6,5877
2017-01-03 08,1483448400,98.98,101.1,ESE,12,14,,97,3.6,4,,,200,2.1,,,,,4,3.8,5880
2017-01-03 09,1483452000,98.9,101.02,E,9,9,,97,3.7,4.1,,,200,2.2,,,,,4.1,4,5884
2017-01-03 10,1483455600,98.85,100.97,E,9,11,,97,3.9,4.3,,,1200,2.3,,3,,,4.3,4.1,5887
2017-01-03 11,1483459200,98.74,100.85,ENE,7,12,,97,4,4.4,,,6400,2.3,,8,,,4.4,4.3,5890
2017-01-03 12,1483462800,98.62,100.73,E,8,10,,97,3.9,4.3,,,24100,2.3,,8,,,4.4,4.3,5894
2017-01-03 13,1483466400,98.46,100.57,ENE,6,7,,97,3.9,4.3,,,6400,2.3,,8,,,4.3,4.2,5897
2017-01-03 14,1483470000,98.3,100.41,ENE,6,14,,97,3.8,4.2,,,6400,2.3,,8,,,4.3,4.2,5900
2017-01-03 15,1483473600,98.25,100.36,NE,5,8,,97,3.7,4.1,,,9700,2.3,,8,,,4.3,3.8,5903
2017-01-03 16,1483477200,98.17,100.27,NE,5,14,,97,3.6,4,,,6400,2.4,,8,,,4.1,3.8,5907
2017-01-03 17,1483480800,98.09,100.19,ENE,5,15,,97,3.5,3.9,,,4800,2.4,,5,,,4,3.6,5910
2017-01-03 18,1483484400,98.05,100.15,NE,5,9,,97,3.2,3.6,,,6400,2.5,,8,,,3.9,3.5,5913
2017-01-03 19,1483488000,97.99,100.09,N,0,12,,97,2.8,3.2,,,9700,2.7,,8,,,3.6,3.2,5917
2017-01-03 20,1483491600,97.94,100.04,NNW,34,16,,97,2.6,3,,,8100,2.7,,8,,,3.3,3,5920
2017-01-03 21,1483495200,97.8,99.9,N,35,17,,97,1.8,2.2,,,16100,2.6,,8,,,3,2.2,5923
2017-01-03 22,1483498800,97.76,99.86,NNW,34,18,,96,1.4,2,,,19300,2.5,,8,,,2.2,1.9,5829
2017-01-03 23,1483502400,97.69,99.79,N,35,15,,95,1.1,1.8,,,19300,2.4,,8,,,2,1.8,5406
2017-01-04 00,1483506000,97.67,99.77,NW,31,15,,95,1.1,1.8,,,24100,2.3,,8,,,1.9,1.7,5051
2017-01-04 01,1483509600,97.61,99.7,W,26,9,,94,1,1.9,,,24100,2.3,,8,,,1.9,1.7,4828
2017-01-04 02,1483513200,97.59,99.68,WSW,25,9,,95,1.6,2.3,,,16100,2.3,,8,,,2.3,1.8,4696
2017-01-04 03,1483516800,97.59,99.68,WSW,25,16,,95,2.1,2.8,,,24100,2.3,,8,,,2.9,2.3,4634
2017-01-04 04,1483520400,97.59,99.68,W,27,23,,90,2,3.5,,,24100,2.3,,8,,,3.5,2.9,4665
2017-01-04 05,1483524000,97.55,99.64,WNW,29,23,,83,0.3,2.9,,,24100,2.1,,6,,,3.5,2.9,4889
2017-01-04 06,1483527600,97.62,99.72,W,27,23,40,82,-0.6,2.2,,,24100,1.9,,6,,,2.9,2.2,5284
2017-01-04 07,1483531200,97.67,99.77,WSW,25,18,34,82,-0.3,2.5,,,24100,1.8,,8,,,2.6,2.2,5795
2017-01-04 08,1483534800,97.68,99.78,WSW,25,34,48,82,-0.5,2.3,,,24100,1.8,,8,,,2.5,2.3,6057
2017-01-04 09,1483538400,97.71,99.81,W,26,45,58,81,-1.6,1.3,,,24100,1.9,,7,,,2.3,1.3,6195
2017-01-04 10,1483542000,97.75,99.85,W,26,45,58,65,-5.1,0.7,,,24100,2,,7,,,1.7,0.7,6406
2017-01-04 11,1483545600,97.83,99.94,W,25,59,,67,-6.3,-0.9,-10,,24100,2,,7,,,0.7,-0.9,6575
2017-01-04 12,1483549200,97.85,99.96,W,26,56,74,67,-7.9,-2.6,-12,,24100,2.1,,7,,,-0.8,-2.6,6684
2017-01-04 13,1483552800,97.97,100.09,W,26,43,61,62,-9.9,-3.6,-12,,24100,2.1,,7,,,-2.5,-3.8,6691
2017-01-04 14,1483556400,98.05,100.17,WSW,25,46,,59,-11.5,-4.6,-14,,24100,2.1,,7,,,-3.6,-4.7,6684
2017-01-04 15,1483560000,98.12,100.24,W,26,44,55,58,-12.1,-5.1,-15,,24100,2,,7,,,-4.6,-5.2,6676
2017-01-04 16,1483563600,98.18,100.3,WSW,25,41,66,60,-12.3,-5.7,-15,,24100,2,,6,,,-5.1,-5.9,6832
2017-01-04 17,1483567200,98.27,100.4,W,26,45,,63,-12.3,-6.4,-16,,24100,2.1,,8,,,-5.8,-6.4,7230
2017-01-04 18,1483570800,98.31,100.44,WSW,25,37,55,63,-12.6,-6.7,-16,,19300,2.1,,8,,,-6.2,-6.8,7224
2017-01-04 19,1483574400,98.38,100.51,W,26,37,62,64,-13.4,-7.7,-17,,24100,2.1,,6,,,-6.7,-7.7,7097
2017-01-04 20,1483578000,98.39,100.53,WSW,25,46,,63,-13.9,-8,-19,,24100,2.1,,2,,,-7.7,-8.1,6968
2017-01-04 21,1483581600,98.43,100.57,W,25,36,54,65,-13.7,-8.2,-18,,24100,2.2,,3,,,-7.9,-8.2,6714
2017-01-04 22,1483585200,98.45,100.59,W,26,43,53,64,-14,-8.3,-19,,24100,2.2,,2,,,-8.1,-8.3,6341
2017-01-04 23,1483588800,98.5,100.65,W,26,38,51,65,-14,-8.5,-19,,24100,2.2,,1,,,-8.3,-8.5,5906
2017-01-05 00,1483592400,98.47,100.62,WSW,25,39,52,65,-14,-8.5,-19,,24100,2.2,,1,,,-8.4,-8.5,5579
2017-01-05 01,1483596000,98.46,100.61,WSW,25,36,55,67,-13.4,-8.3,-18,,24100,2.2,,2,,,-8.3,-8.5,5333
2017-01-05 02,1483599600,98.59,100.74,WSW,24,42,53,66,-12.7,-7.4,-17,,24100,2.3,,8,,,-7.4,-8.3,5202
2017-01-05 03,1483603200,98.71,100.87,WSW,25,34,48,64,-12.9,-7.2,-16,,24100,2.3,,8,,,-7.2,-7.4,5146
2017-01-05 04,1483606800,98.75,100.91,WSW,24,36,52,64,-12.8,-7.1,-16,,20900,2.3,,8,,,-7.1,-7.2,5168
2017-01-05 05,1483610400,98.8,100.96,WSW,24,35,45,66,-12.7,-7.4,-17,,19300,2.3,,8,,,-7.1,-7.4,5386
2017-01-05 06,1483614000,98.87,101.03,WSW,25,38,,61,-13.6,-7.3,-17,,24100,2.3,,8,,,-7.2,-7.4,5835
2017-01-05 07,1483617600,98.89,101.06,SW,23,26,,65,-13.5,-8,-16,,24100,2.3,,7,,,-7.2,-8,6349
2017-01-05 08,1483621200,98.94,101.11,WSW,24,27,40,67,-13.2,-8.1,-17,,24100,2.4,,7,,,-8,-8.5,6557
2017-01-05 09,1483624800,98.98,101.15,WSW,23,21,37,71,-12.5,-8.1,-16,,19300,2.5,,7,,,-7.8,-8.3,6709
2017-01-05 10,1483628400,99.04,101.21,WSW,24,31,,65,-13.4,-7.9,-17,,24100,2.6,,7,,,-7.8,-8.2,6790
2017-01-05 11,1483632000,99.07,101.24,WSW,24,30,,65,-13.6,-8.1,-17,,19300,2.6,,7,,,-7.3,-8.1,6875
2017-01-05 12,1483635600,99.01,101.18,WSW,24,24,34,60,-13.9,-7.4,-15,,24100,2.5,,8,,,-7.4,-8.1,6851
2017-01-05 13,1483639200,98.94,101.11,WSW,25,33,46,56,-14,-6.6,-15,,24100,2.5,,8,,,-6.5,-7.5,6881
2017-01-05 14,1483642800,98.92,101.09,W,26,24,38,62,-12.8,-6.7,-14,,24100,2.5,,7,,,-6.5,-7,6903
2017-01-05 15,1483646400,98.93,101.1,W,28,27,,57,-14.4,-7.2,-15,,24100,2.5,,7,,,-6.5,-7.2,6905
2017-01-05 16,1483650000,98.98,101.15,WSW,25,25,,59,-14.2,-7.5,-16,,24100,2.5,,7,,,-7,-7.5,7039
2017-01-05 17,1483653600,98.96,101.13,W,27,16,,75,-11.9,-8.2,-15,,19300,2.5,,8,,,-7.4,-8.3,7361
2017-01-05 18,1483657200,99.01,101.18,W,25,20,,75,-12.3,-8.6,-16,,24100,2.6,,6,,,-8.2,-8.6,7358
2017-01-05 19,1483660800,99.07,101.25,WNW,28,23,34,68,-13.9,-9,-17,,24100,2.7,,2,,,-8.6,-9,7253
2017-01-05 20,1483664400,99.11,101.29,W,27,22,32,68,-14.3,-9.4,-17,,24100,2.8,,2,,,-8.9,-9.5,7114
2017-01-05 21,1483668000,99.13,101.31,W,27,18,,70,-14.6,-10.1,-18,,24100,2.8,,1,,,-9.4,-10.2,6862
2017-01-05 22,1483671600,99.18,101.36,W,26,21,,66,-15.8,-10.6,-19,,24100,2.7,,0,,,-10.2,-10.6,6463
2017-01-05 23,1483675200,99.26,101.44,WSW,25,16,,69,-15.9,-11.3,-19,,24100,2.6,,0,,,-10.6,-11.3,6035
2017-01-06 00,1483678800,99.27,101.45,WSW,25,16,,69,-16.2,-11.6,-19,,24100,2.6,,0,,,-11.2,-11.6,5668
2017-01-06 01,1483682400,99.32,101.5,WSW,24,19,,70,-16.3,-11.9,-20,,24100,2.6,,0,,,-11.6,-11.9,5435
2017-01-06 02,1483686000,99.33,101.51,W,27,22,32,72,-16.2,-12.1,-21,,24100,2.6,,0,,,-11.9,-12.1,5349
2017-01-06 03,1483689600,99.37,101.56,WSW,25,19,,73,-16.2,-12.3,-21,,24100,2.6,,0,,,-12.1,-12.4,5315
2017-01-06 04,1483693200,99.37,101.56,WSW,24,20,31,73,-16.5,-12.6,-21,,24100,2.6,,0,,,-12.3,-12.6,5331
2017-01-06 05,1483696800,99.39,101.58,WSW,25,23,,72,-16.8,-12.7,-22,,24100,2.6,,0,,,-12.6,-12.8,5560
2017-01-06 06,1483700400,99.45,101.64,WSW,25,25,,72,-17,-13,-23,,24100,2.6,,0,,,-12.7,-13,5981
2017-01-06 07,1483704000,99.51,101.71,WSW,25,23,,70,-17.7,-13.3,-23,,24100,2.7,,1,,,-13,-13.3,6470
2017-01-06 08,1483707600,99.57,101.77,W,26,26,,69,-17.9,-13.4,-23,,24100,2.8,,2,,,-13.3,-13.4,6673
2017-01-06 09,1483711200,99.64,101.84,W,26,29,,67,-17.4,-12.5,-23,,24100,2.9,,2,,,-12.4,-13.4,6766
2017-01-06 10,1483714800,99.69,101.89,WSW,25,26,,62,-16.7,-10.8,-20,,24100,3,,2,,,-10.8,-12.4,6814
2017-01-06 11,1483718400,99.78,101.98,WSW,25,35,,56,-16.2,-8.9,-19,,24100,2.9,,2,,,-8.8,-10.7,6850
2017-01-06 12,1483722000,99.78,101.98,WSW,24,26,36,54,-15.7,-7.9,-16,,24100,2.8,,3,,,-7.9,-9,6810
2017-01-06 13,1483725600,99.72,101.92,WSW,25,24,,50,-16.7,-8,-16,,24100,2.7,,4,,,-7.5,-8.3,6803
2017-01-06 14,1483729200,99.79,101.99,W,26,22,,48,-16.8,-7.6,-15,,24100,2.6,,4,,,-7.6,-8.1,6743
2017-01-06 15,1483732800,99.83,102.03,W,26,23,,48,-16.8,-7.6,-15,,24100,2.6,,4,,,-7.3,-7.9,6739
2017-01-06 16,1483736400,99.92,102.12,WNW,28,25,,49,-17.5,-8.6,-17,,24100,2.6,,5,,,-7.6,-8.6,6864
2017-01-06 17,1483740000,100,102.21,W,26,18,28,55,-17.3,-9.9,-17,,24100,2.6,,4,,,-8.6,-9.9,7259
2017-01-06 18,1483743600,100.14,102.35,W,26,18,31,55,-18,-10.6,-18,,24100,2.7,,3,,,-9.9,-10.6,7267
2017-01-06 19,1483747200,100.24,102.46,WSW,25,21,,56,-17.9,-10.7,-19,,24100,2.7,,4,,,-10.6,-11.1,7161
2017-01-06 20,1483750800,100.27,102.49,WSW,25,21,,61,-17.3,-11.2,-20,,24100,2.8,,3,,,-10.7,-11.2,7016
2017-01-06 21,1483754400,100.3,102.52,W,26,15,,62,-17.4,-11.5,-19,,24100,2.8,,2,,,-11.2,-11.6,6769
2017-01-06 22,1483758000,100.33,102.55,W,27,14,,64,-17.2,-11.7,-19,,24100,2.8,,1,,,-11.4,-11.8,6423
2017-01-06 23,1483761600,100.37,102.58,W,27,17,,65,-17.2,-11.9,-20,,24100,2.8,,1,,,-11.6,-11.9,5976
2017-01-07 00,1483765200,100.39,102.6,W,25,12,,70,-17,-12.6,-19,,24100,2.8,,1,,,-11.9,-12.6,5665
2017-01-07 01,1483768800,100.44,102.65,WSW,25,11,,70,-17.1,-12.7,-19,,24100,2.8,,1,,,-12.4,-12.7,5441
2017-01-07 02,1483772400,100.46,102.67,W,26,8,,71,-17.3,-13.1,-18,,24100,2.9,,1,,,-12.6,-13.1,5288
2017-01-07 03,1483776000,100.51,102.72,WSW,25,10,,70,-17.4,-13,-19,,24100,2.9,,1,,,-12.7,-13.4,5210
2017-01-07 04,1483779600,100.54,102.76,WSW,25,8,,71,-17.6,-13.4,-18,,24100,2.9,,0,,,-13,-13.4,5171
2017-01-07 05,1483783200,100.52,102.74,W,26,9,,72,-17.6,-13.6,-19,,24100,2.9,,0,,,-13.2,-13.7,5253
2017-01-07 06,1483786800,100.53,102.75,W,27,9,,73,-17.5,-13.6,-19,,24100,3,,0,,,-13.4,-13.9,5428
2017-01-07 07,1483790400,100.53,102.75,WSW,25,9,,75,-17.4,-13.9,-20,,24100,3.1,,1,,,-13.7,-14.2,5655
2017-01-07 08,1483794000,100.53,102.76,WSW,25,6,,75,-17.4,-13.9,-18,,24100,3.3,,2,,,-13.8,-14.1,5852
2017-01-07 09,1483797600,100.58,102.8,WSW,25,16,,74,-16.2,-12.5,-20,,24100,3.5,,2,,,-12.5,-14.1,6040
2017-01-07 10,1483801200,100.59,102.81,WSW,25,13,,72,-14.2,-10.1,-16,,24100,3.5,,8,,,-10.1,-12.5,6165
2017-01-07 11,1483804800,100.58,102.8,W,25,13,,66,-14.5,-9.3,-15,,24100,3.4,,8,,,-9,-10.6,6278
2017-01-07 12,1483808400,100.53,102.74,W,26,22,,58,-14.8,-7.9,-16,,24100,3.1,,8,,,-7.6,-9.6,6344
2017-01-07 13,1483812000,100.42,102.63,WSW,24,18,,55,-15.4,-7.8,-15,,24100,2.9,,7,,,-7.8,-8.5,6348
2017-01-07 14,1483815600,100.37,102.58,WSW,25,25,,55,-15.6,-8,-16,,19300,2.7,,8,,,-7.8,-8.2,6343
2017-01-07 15,1483819200,100.37,102.58,WNW,29,21,,59,-15.3,-8.6,-16,,24100,2.7,,7,,,-7.8,-8.7,6354
2017-01-07 16,1483822800,100.4,102.62,W,27,30,,51,-17.6,-9.2,-18,,24100,2.6,,8,,,-8.6,-9.2,6496
2017-01-07 17,1483826400,100.42,102.64,WSW,25,21,,53,-18.4,-10.5,-19,,24100,2.6,,1,,,-9.2,-10.5,6855
2017-01-07 18,1483830000,100.43,102.65,W,26,23,,53,-18.4,-10.5,-19,,24100,2.7,,7,,,-10.4,-10.7,6859
2017-01-07 19,1483833600,100.4,102.62,WSW,25,21,,56,-18.5,-11.3,-20,,24100,2.7,,4,,,-10.6,-11.3,6709
2017-01-07 20,1483837200,100.41,102.63,WSW,24,22,,61,-17.6,-11.5,-20,,24100,2.7,,5,,,-11.3,-11.8,6570
2017-01-07 21,1483840800,100.34,102.56,SW,23,22,,63,-17.4,-11.7,-20,,24100,2.8,,0,,,-11.4,-12,6370
2017-01-07 22,1483844400,100.3,102.51,SW,22,15,,66,-16.9,-11.8,-19,,24100,2.8,,4,,,-11.7,-12,6095
2017-01-07 23,1483848000,100.22,102.43,SW,23,19,30,70,-16.3,-11.9,-20,,24100,2.8,,1,,,-11.8,-11.9,5767
2017-01-08 00,1483851600,100.13,102.33,WSW,24,25,,71,-16.3,-12.1,-21,,24100,2.8,,1,,,-11.9,-12.1,5493
2017-01-08 01,1483855200,100.03,102.23,WSW,24,26,40,70,-16.1,-11.7,-21,,24100,2.7,,1,,,-11.7,-12.1,5269
2017-01-08 02,1483858800,99.99,102.19,WSW,25,35,47,72,-14.9,-10.8,-21,,6400,2.6,,8,,,-10.8,-11.7,5127
2017-01-08 03,1483862400,100.06,102.26,W,28,26,37,73,-13.7,-9.7,-19,,19300,2.6,,7,,,-9.7,-10.9,5054
2017-01-08 04,1483866000,100.12,102.32,WNW,30,30,,50,-17.9,-9.3,-19,,24100,2.5,,6,,,-9.1,-9.7,5027
2017-01-08 05,1483869600,100.24,102.45,NW,31,22,,53,-18.1,-10.2,-18,,24100,2.4,,5,,,-9.2,-10.2,5068
2017-01-08 06,1483873200,100.33,102.54,NW,30,22,35,52,-18.5,-10.4,-19,,24100,2.3,,2,,,-10.1,-10.4,5199
2017-01-08 07,1483876800,100.41,102.63,WNW,29,24,36,59,-17.6,-11.1,-20,,24100,2.3,,2,,,-10.4,-11.1,5391
2017-01-08 08,1483880400,100.5,102.72,WNW,29,27,44,56,-18.5,-11.3,-21,,24100,2.3,,1,,,-11,-11.3,5556
2017-01-08 09,1483884000,100.61,102.83,NW,32,32,,49,-19.9,-11.2,-21,,24100,2.3,,3,,,-11.1,-11.4,5754
2017-01-08 10,1483887600,100.73,102.95,NW,31,32,,60,-16.9,-10.5,-20,,24100,2.3,,1,,,-10.5,-11.3,5893
2017-01-08 11,1483891200,100.86,103.08,NW,32,31,43,56,-17.3,-10.1,-20,,24100,2.2,,1,,,-9.9,-10.7,6005
2017-01-08 12,1483894800,100.9,103.13,NW,32,26,,54,-17.8,-10.1,-19,,24100,2.2,,1,,,-9.6,-10.3,6089
2017-01-08 13,1483898400,100.95,103.18,NW,32,35,,51,-18.2,-9.8,-20,,24100,2.1,,2,,,-9.6,-10.3,6113
2017-01-08 14,1483902000,101.02,103.25,NNW,32,25,,60,-16.6,-10.2,-19,,24100,2.1,,2,,,-9.8,-10.9,6127
2017-01-08 15,1483905600,101.11,103.33,WNW,29,26,37,46,-18.9,-9.3,-18,,24100,2.1,,4,,,-9,-10.2,6211
2017-01-08 16,1483909200,101.14,103.36,WNW,30,37,,36,-22.5,-10,-20,,24100,2.2,,1,,,-9.4,-10.2,6468
2017-01-08 17,1483912800,101.22,103.45,NW,31,31,,42,-21.3,-10.7,-21,,24100,2.3,,1,,,-9.9,-10.7,6967
2017-01-08 18,1483916400,101.29,103.52,NW,31,21,30,51,-19.7,-11.4,-20,,24100,2.4,,1,,,-10.7,-11.4,7039
2017-01-08 19,1483920000,101.37,103.62,WNW,28,13,,56,-19.2,-12.1,-19,,24100,2.5,,0,,,-11.3,-12.1,6925
2017-01-08 20,1483923600,101.41,103.66,WSW,24,15,,64,-18.1,-12.6,-20,,24100,2.7,,0,,,-11.9,-12.8,6761
2017-01-08 21,1483927200,101.45,103.7,W,26,11,,68,-17.8,-13.1,-19,,24100,2.7,,2,,,-12.6,-13.1,6536
2017-01-08 22,1483930800,101.42,103.67,SW,22,7,,69,-16.3,-11.7,-16,,24100,2.7,,6,,,-11.7,-13.4,6225
2017-01-08 23,1483934400,101.38,103.61,SW,23,16,,69,-15,-10.3,-17,,24100,2.8,,6,,,-10.3,-11.7,5834
2017-01-09 00,1483938000,101.34,103.57,SW,22,10,,70,-14.5,-10,-15,,24100,2.9,,6,,,-10,-10.3,5526
2017-01-09 01,1483941600,101.29,103.52,SW,22,14,,67,-14.6,-9.5,-16,,24100,2.8,,7,,,-9.5,-10,5353
2017-01-09 02,1483945200,101.27,103.5,SW,23,25,,62,-15.1,-9.1,-18,,24100,2.6,,7,,,-9.1,-9.5,5257
2017-01-09 03,1483948800,101.25,103.47,SW,23,18,,58,-15.8,-9,-16,,24100,2.5,,7,,,-8.9,-9.1,5196
2017-01-09 04,1483952400,101.21,103.43,SW,22,12,,55,-16.5,-9,-15,,24100,2.4,,7,,,-9,-9.1,5247
2017-01-09 05,1483956000,101.12,103.34,SSW,20,10,,54,-16.3,-8.6,-14,,24100,2.4,,8,,,-8.6,-9,5494
2017-01-09 06,1483959600,101.12,103.34,SSW,21,17,,58,-15.3,-8.4,-15,,24100,2.4,,8,,,-8.4,-8.7,6012
2017-01-09 07,1483963200,101.09,103.31,SSW,20,22,,66,-13.2,-7.9,-16,,24100,2.4,,8,,,-7.9,-8.4,6712
2017-01-09 08,1483966800,100.94,103.16,S,19,23,,61,-13.5,-7.2,-15,,24100,2.4,,8,,,-7.2,-7.9,6879
