timestamp,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,demand,Ontario_demand
2017-03-26 03,1490511600,100.56,102.72,E,8.0,16.0,31.0,88.0,-1.1,0.7,,,16100.0,2.4,,8.0,,,1.0,0.7,4393,12177
2017-03-26 04,1490515200,100.46,102.62,E,8.0,16.0,32.0,92.0,-0.5,0.7,,,24100.0,2.4,,8.0,,,0.7,0.5,4364,12302
2017-03-26 05,1490518800,100.39,102.54,E,8.0,17.0,,91.0,-0.4,0.9,,,24100.0,2.4,,8.0,,,0.9,0.7,4393,12378
2017-03-26 06,1490522400,100.33,102.48,E,9.0,19.0,28.0,90.0,-0.5,1.0,,,24100.0,2.4,,8.0,,,1.0,0.9,4511,12872
2017-03-26 07,1490526000,100.32,102.47,E,8.0,19.0,,90.0,0.1,1.6,,,19300.0,2.4,,8.0,,,1.6,1.1,4659,13211
2017-03-26 08,1490529600,100.25,102.4,E,8.0,27.0,37.0,91.0,0.5,1.8,,,24100.0,2.4,,8.0,,,1.8,1.7,4905,13839
2017-03-26 09,1490533200,100.2,102.35,E,9.0,24.0,40.0,92.0,1.0,2.2,,,24100.0,2.3,,8.0,,,2.2,1.8,5196,14422
2017-03-26 10,1490536800,100.15,102.3,E,7.0,28.0,38.0,92.0,1.2,2.4,,,19300.0,2.3,,8.0,,,2.4,2.2,5401,14755
2017-03-26 11,1490540400,100.15,102.3,E,8.0,21.0,36.0,90.0,1.4,2.9,,,24100.0,2.2,,8.0,,,2.9,2.4,5530,14850
2017-03-26 12,1490544000,100.11,102.26,E,8.0,22.0,34.0,87.0,0.8,2.7,,,24100.0,2.3,,8.0,,,2.9,2.6,5634,15029
2017-03-26 13,1490547600,100.02,102.17,E,8.0,18.0,33.0,90.0,1.3,2.8,,,24100.0,2.3,,8.0,,,3.0,2.6,5679,15017
2017-03-26 14,1490551200,99.9,102.05,E,8.0,27.0,,92.0,1.6,2.8,,,24100.0,2.3,,8.0,,,2.9,2.4,5578,14991
2017-03-26 15,1490554800,99.79,101.93,E,8.0,24.0,37.0,87.0,1.5,3.4,,,24100.0,2.3,,8.0,,,3.6,2.8,5498,15135
2017-03-26 16,1490558400,99.71,101.85,ENE,7.0,16.0,28.0,85.0,1.7,4.0,,,24100.0,2.4,,8.0,,,4.3,3.4,5528,15393
2017-03-26 17,1490562000,99.68,101.82,ENE,7.0,16.0,,82.0,1.9,4.7,,,24100.0,2.5,,8.0,,,4.7,4.1,5627,15811
2017-03-26 18,1490565600,99.62,101.76,ENE,7.0,20.0,,81.0,1.9,4.9,,,24100.0,2.5,,8.0,,,5.0,4.7,5698,15707
2017-03-26 19,1490569200,99.57,101.7,E,9.0,11.0,,83.0,2.5,5.1,,,24100.0,2.6,,8.0,,,5.2,4.9,5842,16154
2017-03-26 20,1490572800,99.56,101.69,E,8.0,13.0,,85.0,2.5,4.8,,,19300.0,2.6,,8.0,,,5.1,4.8,5860,16226
2017-03-26 21,1490576400,99.49,101.62,ENE,7.0,10.0,,88.0,3.2,5.0,,,24100.0,2.7,,8.0,,,5.0,4.7,5673,15572
2017-03-26 22,1490580000,99.47,101.6,E,9.0,11.0,,87.0,3.4,5.4,,,24100.0,2.7,,8.0,,,5.4,5.0,5393,14704
2017-03-26 23,1490583600,99.41,101.54,ENE,7.0,5.0,,91.0,4.0,5.3,,,9700.0,2.6,,8.0,,,5.4,5.3,5009,13906
2017-03-27 00,1490587200,99.35,101.48,ESE,11.0,5.0,,95.0,4.6,5.3,,,9700.0,2.6,,8.0,,,5.4,5.2,4724,13158
2017-03-27 01,1490590800,99.28,101.4,ESE,10.0,5.0,,96.0,5.0,5.6,,,9700.0,2.6,,8.0,,,5.6,5.3,4549,12742
2017-03-27 02,1490594400,99.21,101.33,E,8.0,5.0,,97.0,5.5,5.9,,,6400.0,2.5,,8.0,,,5.9,5.6,4419,12485
2017-03-27 03,1490598000,99.18,101.3,ESE,11.0,4.0,,97.0,5.9,6.3,,,6400.0,2.5,,8.0,,,6.3,5.9,4390,12401
2017-03-27 04,1490601600,99.1,101.22,SE,12.0,5.0,,97.0,6.0,6.4,,,4800.0,2.6,,8.0,,,6.4,6.3,4439,12570
2017-03-27 05,1490605200,99.04,101.15,ESE,12.0,10.0,,97.0,6.3,6.7,,,3200.0,2.6,,8.0,,,6.7,6.4,4709,13128
2017-03-27 06,1490608800,99.07,101.18,SSE,15.0,6.0,,98.0,6.1,6.4,,,2800.0,2.5,,8.0,,,6.7,6.4,5252,14576
2017-03-27 07,1490612400,99.1,101.21,SSE,15.0,5.0,,98.0,5.9,6.2,,,2000.0,2.5,,5.0,,,6.4,6.1,5908,16256
2017-03-27 08,1490616000,99.11,101.23,SE,12.0,4.0,,98.0,5.9,6.2,,,1200.0,2.6,,4.0,,,6.2,6.1,6073,16520
2017-03-27 09,1490619600,99.09,101.2,ESE,12.0,5.0,,98.0,6.3,6.6,,,400.0,2.9,,3.0,,,6.6,6.2,6153,16341
2017-03-27 10,1490623200,99.07,101.18,SSE,15.0,9.0,,98.0,7.2,7.5,,,400.0,3.1,,3.0,,,7.5,6.5,6198,16261
2017-03-27 11,1490626800,99.12,101.23,SSW,19.0,6.0,,98.0,9.3,9.6,,,4000.0,3.2,,6.0,,,9.6,7.3,6228,16203
2017-03-27 12,1490630400,99.13,101.24,,36.0,1.0,,97.0,10.2,10.6,,,6400.0,3.3,,8.0,,,10.6,9.5,6174,16014
2017-03-27 13,1490634000,99.12,101.22,SSE,15.0,8.0,,91.0,10.5,11.9,,,9700.0,3.4,,8.0,,,11.9,10.7,6105,15856
2017-03-27 14,1490637600,99.08,101.18,SE,13.0,10.0,,81.0,10.8,14.0,,,9700.0,3.5,,7.0,,,14.4,11.8,6044,15679
2017-03-27 15,1490641200,99.06,101.15,S,18.0,3.0,,77.0,11.3,15.3,,,12900.0,3.5,,7.0,,,15.3,13.8,6037,15688
2017-03-27 16,1490644800,99.05,101.14,WSW,25.0,21.0,,75.0,10.8,15.1,,,19300.0,3.4,,7.0,,,16.3,14.9,6090,16013
2017-03-27 17,1490648400,99.05,101.14,W,26.0,18.0,29.0,79.0,10.7,14.2,,,19300.0,3.3,,8.0,,,15.1,14.2,6147,16277
2017-03-27 18,1490652000,99.09,101.19,W,26.0,22.0,,85.0,11.1,13.5,,,19300.0,3.2,,7.0,,,14.2,13.5,6079,16311
2017-03-27 19,1490655600,99.09,101.19,W,25.0,10.0,,86.0,11.0,13.3,,,24100.0,3.0,,7.0,,,13.5,13.1,6154,16779
2017-03-27 20,1490659200,99.13,101.23,W,26.0,11.0,,87.0,10.4,12.5,,,24100.0,2.8,,8.0,,,13.2,12.1,6204,16995
2017-03-27 21,1490662800,99.16,101.26,WSW,24.0,8.0,,90.0,10.3,11.9,,,24100.0,2.6,,8.0,,,12.5,11.8,5965,16357
2017-03-27 22,1490666400,99.15,101.25,WSW,23.0,8.0,,89.0,10.4,12.1,,,24100.0,2.6,,8.0,,,12.3,11.7,5527,15229
2017-03-27 23,1490670000,99.17,101.27,WSW,24.0,12.0,,90.0,10.1,11.7,,,16100.0,2.7,,8.0,,,12.1,11.6,5079,14056
2017-03-28 00,1490673600,99.17,101.27,W,28.0,10.0,,93.0,9.8,10.9,,,16100.0,2.7,,8.0,,,11.7,10.9,4745,13249
2017-03-28 01,1490677200,99.13,101.22,NW,31.0,14.0,,92.0,9.5,10.7,,,16100.0,2.7,,8.0,,,10.8,10.4,4511,12782
2017-03-28 02,1490680800,99.13,101.22,N,35.0,15.0,,93.0,8.7,9.8,,,16100.0,2.4,,7.0,,,10.8,9.8,4382,12524
2017-03-28 03,1490684400,99.11,101.2,N,35.0,14.0,,95.0,7.6,8.3,,,16100.0,2.0,,7.0,,,9.8,8.3,4330,12377
2017-03-28 04,1490688000,99.16,101.25,NNW,33.0,18.0,,95.0,6.1,6.8,,,16100.0,1.7,,8.0,,,8.3,6.8,4376,12491
2017-03-28 05,1490691600,99.15,101.25,N,35.0,12.0,,95.0,4.9,5.6,,,16100.0,1.6,,8.0,,,6.8,5.6,4618,13175
2017-03-28 06,1490695200,99.17,101.27,N,0.0,13.0,,93.0,4.3,5.3,,,16100.0,1.7,,7.0,,,5.6,5.3,5138,14614
2017-03-28 07,1490698800,99.27,101.37,NNW,34.0,22.0,31.0,92.0,3.6,4.8,,,12900.0,1.8,,8.0,,,5.4,4.8,5676,15880
2017-03-28 08,1490702400,99.33,101.44,NNW,34.0,33.0,,87.0,2.5,4.5,,,24100.0,1.9,,7.0,,,4.8,4.5,5890,16301
2017-03-28 09,1490706000,99.38,101.49,N,35.0,22.0,34.0,87.0,2.5,4.5,,,24100.0,2.0,,7.0,,,4.6,4.4,6001,16140
2017-03-28 10,1490709600,99.44,101.55,NNW,34.0,22.0,,85.0,2.8,5.1,,,24100.0,2.0,,8.0,,,5.1,4.5,6065,15922
2017-03-28 11,1490713200,99.5,101.61,N,35.0,23.0,,84.0,3.0,5.5,,,24100.0,2.0,,8.0,,,5.5,5.0,6108,15848
2017-03-28 12,1490716800,99.5,101.61,N,35.0,24.0,35.0,83.0,3.1,5.7,,,24100.0,2.0,,8.0,,,5.9,5.5,6107,15548
2017-03-28 13,1490720400,99.48,101.59,NNW,34.0,24.0,34.0,80.0,3.2,6.4,,,24100.0,1.9,,8.0,,,6.7,5.7,6014,15327
2017-03-28 14,1490724000,99.49,101.6,NNW,33.0,24.0,34.0,76.0,3.9,7.8,,,24100.0,2.0,,7.0,,,8.0,6.4,5963,15093
2017-03-28 15,1490727600,99.5,101.61,N,0.0,29.0,,75.0,3.6,7.7,,,24100.0,2.0,,8.0,,,8.1,7.5,5968,15081
2017-03-28 16,1490731200,99.55,101.67,NNW,33.0,23.0,,76.0,3.4,7.3,,,24100.0,2.1,,7.0,,,7.7,7.1,6010,15357
2017-03-28 17,1490734800,99.63,101.75,NNW,34.0,28.0,39.0,75.0,2.6,6.7,,,24100.0,2.2,,7.0,,,7.5,6.7,6052,15802
2017-03-28 18,1490738400,99.71,101.84,N,0.0,27.0,,77.0,2.5,6.2,,,24100.0,2.2,,7.0,,,6.9,6.1,6029,15759
2017-03-28 19,1490742000,99.79,101.92,N,36.0,27.0,,77.0,1.7,5.4,,,24100.0,2.3,,7.0,,,6.2,5.4,6087,16364
2017-03-28 20,1490745600,99.89,102.02,NNW,34.0,17.0,,78.0,1.2,4.7,,,24100.0,2.3,,1.0,,,5.4,4.6,6223,16818
2017-03-28 21,1490749200,99.94,102.08,NNW,34.0,17.0,,79.0,1.1,4.4,,,24100.0,2.4,,0.0,,,4.7,4.3,6019,16314
2017-03-28 22,1490752800,100.02,102.16,NNW,34.0,17.0,,74.0,-0.5,3.7,,,24100.0,2.5,,0.0,,,4.3,3.7,5615,15263
2017-03-28 23,1490756400,100.06,102.2,NNW,34.0,16.0,,74.0,-0.9,3.3,,,24100.0,2.6,,0.0,,,3.9,3.3,5187,14181
2017-03-29 00,1490760000,100.11,102.25,NNW,34.0,21.0,,73.0,-1.1,3.3,,,24100.0,2.6,,0.0,,,3.5,3.1,4830,13517
2017-03-29 01,1490763600,100.1,102.24,N,35.0,21.0,,75.0,-1.4,2.6,,,24100.0,2.5,,0.0,,,3.3,2.6,4633,13187
2017-03-29 02,1490767200,100.17,102.31,N,34.0,20.0,,77.0,-1.4,2.2,,,24100.0,2.6,,0.0,,,2.6,2.0,4518,12935
2017-03-29 03,1490770800,100.22,102.36,N,35.0,17.0,,80.0,-1.3,1.8,,,24100.0,2.6,,0.0,,,2.2,1.8,4469,12860
2017-03-29 04,1490774400,100.18,102.32,N,0.0,10.0,,84.0,-1.5,0.9,,,24100.0,2.5,,0.0,,,1.9,0.9,4520,13000
2017-03-29 05,1490778000,100.18,102.32,NNW,34.0,10.0,,82.0,-1.7,1.0,,,24100.0,2.6,,0.0,,,1.3,0.5,4753,13622
2017-03-29 06,1490781600,100.21,102.36,NNW,33.0,9.0,,82.0,-1.9,0.8,,,24100.0,2.8,,0.0,,,1.3,0.4,5304,15023
2017-03-29 07,1490785200,100.26,102.41,NW,32.0,12.0,,79.0,-2.1,1.1,,,24100.0,3.1,,1.0,,,1.2,0.8,5776,16260
2017-03-29 08,1490788800,100.33,102.48,NNW,32.0,9.0,,74.0,-2.3,1.9,,,24100.0,3.4,,4.0,,,2.0,1.1,5953,16170
2017-03-29 09,1490792400,100.4,102.55,N,35.0,12.0,,67.0,-2.2,3.3,,,24100.0,3.6,,2.0,,,3.4,2.0,6012,16053
2017-03-29 10,1490796000,100.41,102.56,NNE,3.0,8.0,,62.0,-1.6,5.1,,,24100.0,3.5,,7.0,,,5.1,3.5,6071,15664
2017-03-29 11,1490799600,100.46,102.61,NNW,32.0,5.0,,59.0,-1.5,5.9,,,24100.0,3.3,,7.0,,,5.9,4.9,6046,15037
2017-03-29 12,1490803200,100.47,102.61,NW,32.0,4.0,,54.0,-1.5,7.2,,,24100.0,3.0,,7.0,,,7.4,6.0,5974,14963
2017-03-29 13,1490806800,100.41,102.55,NE,3.0,10.0,,49.0,-1.9,8.2,,,24100.0,2.9,,8.0,,,8.7,7.0,5957,14959
2017-03-29 14,1490810400,100.37,102.51,NNE,1.0,10.0,,46.0,-1.4,9.6,,,24100.0,2.9,,7.0,,,9.7,7.8,5917,14722
2017-03-29 15,1490814000,100.35,102.49,SE,12.0,10.0,30.0,47.0,-1.9,8.8,,,24100.0,2.8,,7.0,,,10.6,8.8,5898,14848
2017-03-29 16,1490817600,100.4,102.55,SSE,14.0,18.0,,47.0,-2.9,7.7,,,24100.0,2.7,,7.0,,,9.4,7.7,5921,15089
2017-03-29 17,1490821200,100.42,102.57,SE,13.0,13.0,,45.0,-3.8,7.3,,,24100.0,2.7,,7.0,,,8.2,7.2,5927,15430
2017-03-29 18,1490824800,100.44,102.59,SE,13.0,7.0,,47.0,-3.0,7.6,,,24100.0,2.7,,8.0,,,8.0,7.3,5931,15838
2017-03-29 19,1490828400,100.45,102.6,ESE,11.0,8.0,,49.0,-3.3,6.7,,,24100.0,2.8,,8.0,,,7.7,6.7,6061,16531
2017-03-29 20,1490832000,100.5,102.65,NNE,2.0,20.0,,52.0,-2.6,6.6,,,24100.0,2.9,,8.0,,,7.0,6.3,6211,17110
2017-03-29 21,1490835600,100.52,102.67,NE,4.0,17.0,,51.0,-3.7,5.6,,,24100.0,2.9,,8.0,,,6.5,5.6,5962,16348
2017-03-29 22,1490839200,100.48,102.62,NE,5.0,10.0,,48.0,-4.6,5.6,,,24100.0,2.8,,8.0,,,5.7,5.4,5577,15248
2017-03-29 23,1490842800,100.41,102.55,ESE,11.0,10.0,,51.0,-4.1,5.2,,,24100.0,2.7,,8.0,,,5.6,5.2,5127,14097
2017-03-30 00,1490846400,100.37,102.51,E,10.0,6.0,,56.0,-4.2,3.8,,,24100.0,2.6,,7.0,,,5.2,3.8,4796,13358
2017-03-30 01,1490850000,100.41,102.55,,36.0,2.0,,56.0,-4.1,3.9,,,24100.0,2.7,,7.0,,,3.9,3.5,4587,12981
2017-03-30 02,1490853600,100.47,102.61,ENE,7.0,17.0,,59.0,-4.2,3.1,,,24100.0,2.6,,6.0,,,3.9,2.4,4487,12756
2017-03-30 03,1490857200,100.5,102.64,E,8.0,17.0,,57.0,-4.9,2.8,,,24100.0,2.5,,7.0,,,3.2,2.6,4437,12617
2017-03-30 04,1490860800,100.52,102.66,E,8.0,14.0,,57.0,-5.2,2.5,,,24100.0,2.3,,8.0,,,2.8,2.5,4461,12628
2017-03-30 05,1490864400,100.37,102.51,E,8.0,16.0,34.0,55.0,-5.9,2.2,,,24100.0,2.2,,7.0,,,2.5,2.2,4676,13163
2017-03-30 06,1490868000,100.4,102.54,E,9.0,18.0,,54.0,-6.3,2.1,,,24100.0,2.2,,8.0,,,2.2,2.0,5210,14517
2017-03-30 07,1490871600,100.36,102.5,E,9.0,19.0,,58.0,-5.3,2.1,,,24100.0,2.3,,7.0,,,2.1,2.0,5856,15819
2017-03-30 08,1490875200,100.29,102.43,E,8.0,21.0,,58.0,-5.1,2.3,,,24100.0,2.5,,8.0,,,2.3,2.0,6062,15998
2017-03-30 09,1490878800,100.29,102.43,ESE,10.0,27.0,37.0,56.0,-5.1,2.8,,,24100.0,2.6,,8.0,,,2.9,2.3,6139,15702
2017-03-30 10,1490882400,100.23,102.37,E,9.0,19.0,41.0,56.0,-4.6,3.4,,,24100.0,2.6,,8.0,,,3.5,2.8,6184,15563
2017-03-30 11,1490886000,100.27,102.41,ESE,11.0,26.0,,54.0,-5.3,3.1,,,24100.0,2.6,,8.0,,,3.4,3.0,6284,15523
2017-03-30 12,1490889600,100.16,102.3,E,9.0,31.0,43.0,56.0,-5.0,2.9,,,24100.0,2.5,,8.0,,,3.4,2.9,6292,15532
2017-03-30 13,1490893200,100.12,102.26,E,10.0,21.0,40.0,52.0,-6.1,2.8,,,24100.0,2.6,,8.0,,,3.1,2.7,6326,15579
2017-03-30 14,1490896800,100.0,102.14,E,8.0,27.0,45.0,60.0,-4.5,2.5,,,24100.0,2.6,,8.0,,,2.9,2.4,6316,15554
2017-03-30 15,1490900400,99.84,101.98,E,8.0,31.0,48.0,51.0,-6.4,2.8,,,24100.0,2.7,,8.0,,,3.0,2.4,6319,15623
2017-03-30 16,1490904000,99.72,101.86,E,9.0,26.0,39.0,58.0,-5.1,2.3,,,6400.0,2.7,,8.0,,,3.1,2.3,6390,16080
2017-03-30 17,1490907600,99.76,101.91,E,9.0,22.0,40.0,80.0,-2.5,0.6,,,1600.0,2.7,,4.0,,,2.4,0.6,6453,16576
2017-03-30 18,1490911200,99.63,101.77,E,8.0,24.0,37.0,90.0,-1.3,0.2,,,9700.0,2.7,,8.0,,,0.5,0.2,6482,16857
2017-03-30 19,1490914800,99.62,101.79,,8.0,18.0,,91.0,-0.9,0.4,,,3200.0,2.8,,,,,,,6556,17262
2017-03-30 20,1490918400,99.67,101.81,ENE,6.0,20.0,36.0,94.0,-0.6,0.3,,,2400.0,2.8,,8.0,,,0.4,0.3,6575,17406
2017-03-30 21,1490922000,99.54,101.68,NE,5.0,26.0,36.0,95.0,-0.5,0.2,,,1200.0,2.8,,,,,0.3,0.2,6342,16857
2017-03-30 22,1490925600,99.47,101.61,E,8.0,25.0,52.0,94.0,-0.3,0.6,,,16100.0,2.8,,8.0,,,0.6,0.2,5896,15783
2017-03-30 23,1490929200,99.33,101.46,E,8.0,36.0,58.0,94.0,-0.1,0.8,,,16100.0,2.7,,8.0,,,0.8,0.6,5410,14567
2017-03-31 00,1490932800,99.24,101.37,E,9.0,33.0,48.0,94.0,0.1,1.0,,,9700.0,2.7,,8.0,,,1.0,0.8,5082,13841
2017-03-31 01,1490936400,99.13,101.26,E,8.0,36.0,49.0,94.0,0.2,1.1,,,9700.0,2.6,,8.0,,,1.2,1.0,4904,13437
2017-03-31 02,1490940000,99.03,101.16,E,9.0,38.0,59.0,95.0,0.6,1.3,,,16100.0,2.6,,8.0,,,1.3,1.1,4724,13155
2017-03-31 03,1490943600,99.07,101.2,E,8.0,28.0,45.0,95.0,0.9,1.6,,,24100.0,2.5,,8.0,,,1.6,1.3,4662,13110
2017-03-31 04,1490947200,98.89,101.01,E,8.0,29.0,41.0,96.0,1.2,1.8,,,16100.0,2.4,,8.0,,,1.8,1.5,4712,13172
2017-03-31 05,1490950800,98.86,100.99,E,8.0,24.0,45.0,96.0,1.4,2.0,,,16100.0,,,8.0,,,2.0,1.7,4956,13760
2017-03-31 06,1490954400,98.82,100.95,E,9.0,26.0,35.0,96.0,1.6,2.2,,,9700.0,,,8.0,,,2.2,2.0,5480,15019
2017-03-31 07,1490958000,98.79,100.92,E,8.0,25.0,39.0,96.0,1.6,2.2,,,9700.0,2.5,,8.0,,,2.2,2.2,6077,16415
2017-03-31 08,1490961600,98.78,100.91,E,8.0,26.0,36.0,96.0,1.7,2.3,,,4000.0,2.4,,5.0,,,2.3,2.2,6272,16924
2017-03-31 09,1490965200,98.76,100.88,ENE,7.0,26.0,,96.0,1.9,2.5,,,6400.0,2.5,,8.0,,,2.5,2.3,6348,16812
2017-03-31 10,1490968800,98.75,100.87,E,8.0,22.0,37.0,96.0,2.0,2.6,,,6400.0,2.5,,8.0,,,2.7,2.5,6447,16858
2017-03-31 11,1490972400,98.72,100.84,ENE,7.0,22.0,32.0,96.0,2.3,2.9,,,6400.0,2.5,,8.0,,,2.9,2.6,6521,16803
2017-03-31 12,1490976000,98.69,100.81,ENE,6.0,20.0,33.0,96.0,2.4,3.0,,,6400.0,2.5,,8.0,,,3.1,2.8,6480,16662
2017-03-31 13,1490979600,98.64,100.76,ENE,6.0,23.0,34.0,96.0,2.4,3.0,,,9700.0,2.5,,8.0,,,3.2,3.0,6413,16577
2017-03-31 14,1490983200,98.66,100.78,ENE,5.0,20.0,32.0,96.0,2.5,3.1,,,9700.0,2.6,,8.0,,,3.1,2.9,6357,16442
2017-03-31 15,1490986800,98.61,100.73,ENE,6.0,21.0,34.0,96.0,2.8,3.4,,,9700.0,2.7,,8.0,,,3.4,3.1,6323,16309
2017-03-31 16,1490990400,98.6,100.72,ENE,6.0,26.0,37.0,95.0,2.9,3.6,,,9700.0,2.7,,8.0,,,3.6,3.3,6345,16367
2017-03-31 17,1490994000,98.61,100.73,NE,5.0,22.0,,94.0,2.8,3.7,,,9700.0,2.6,,8.0,,,3.7,3.6,6322,16414
2017-03-31 18,1490997600,98.65,100.77,ENE,5.0,17.0,,94.0,2.9,3.8,,,9700.0,2.5,,8.0,,,3.9,3.7,6241,16479
2017-03-31 19,1491001200,98.72,100.85,,2.0,21.0,,94.0,2.6,3.5,,,9700.0,2.5,,,,,,,6256,16830
2017-03-31 20,1491004800,98.76,100.88,NE,3.0,24.0,,94.0,1.9,2.8,,,9700.0,2.5,,8.0,,,3.6,2.8,6280,16918
2017-03-31 21,1491008400,98.81,100.93,NNE,2.0,22.0,,94.0,1.5,2.4,,,9700.0,2.5,,8.0,,,2.8,2.4,6099,16364
2017-03-31 22,1491012000,98.87,100.99,NNE,2.0,21.0,31.0,93.0,1.3,2.3,,,16100.0,2.5,,8.0,,,2.4,2.3,5710,15424
2017-03-31 23,1491015600,98.89,101.01,NNE,2.0,19.0,,93.0,1.2,2.2,,,9700.0,2.5,,8.0,,,2.4,2.2,5237,14271
2017-04-01 00,1491019200,98.92,101.04,NNE,1.0,19.0,,95.0,1.4,2.1,,,8100.0,2.5,,8.0,,,2.2,2.0,4922,13507
2017-04-01 01,1491022800,98.98,101.1,N,1.0,18.0,,95.0,1.2,1.9,,,8100.0,,,8.0,,,2.0,1.9,4681,13143
2017-04-01 02,1491026400,99.03,101.16,N,35.0,18.0,,94.0,0.8,1.7,,,24100.0,,,8.0,,,1.9,1.6,4522,12785
2017-04-01 03,1491030000,99.1,101.23,N,0.0,21.0,,92.0,0.4,1.6,,,9700.0,2.4,,8.0,,,1.7,1.6,4450,12634
2017-04-01 04,1491033600,99.16,101.29,N,35.0,18.0,,93.0,0.5,1.5,,,16100.0,2.3,,8.0,,,1.6,1.4,4392,12663
2017-04-01 05,1491037200,99.23,101.36,N,35.0,15.0,,91.0,0.2,1.5,,,19300.0,2.3,,8.0,,,1.5,1.4,4428,12708
2017-04-01 06,1491040800,99.31,101.44,N,35.0,16.0,,89.0,-0.1,1.5,,,24100.0,2.3,,8.0,,,1.5,1.4,4629,13200
2017-04-01 07,1491044400,99.41,101.54,N,35.0,17.0,,88.0,-0.1,1.7,,,24100.0,2.4,,8.0,,,1.7,1.5,4842,13870
2017-04-01 08,1491048000,99.48,101.62,N,35.0,16.0,,87.0,-0.1,1.8,,,24100.0,2.4,,8.0,,,1.8,1.6,5133,14305
2017-04-01 09,1491051600,99.57,101.71,NNW,33.0,22.0,,86.0,0.1,2.2,,,24100.0,2.5,,8.0,,,2.3,1.8,5403,14875
2017-04-01 10,1491055200,99.63,101.77,NNW,34.0,24.0,,81.0,-0.3,2.6,,,24100.0,2.5,,8.0,,,2.7,2.2,5523,14761
2017-04-01 11,1491058800,99.65,101.79,N,35.0,17.0,31.0,75.0,-0.4,3.6,,,24100.0,2.5,,8.0,,,3.8,2.7,5535,14587
2017-04-01 12,1491062400,99.66,101.79,NNW,34.0,21.0,32.0,72.0,0.0,4.6,,,24100.0,2.5,,7.0,,,4.6,3.6,5497,14272
2017-04-01 13,1491066000,99.67,101.8,NNW,33.0,20.0,,69.0,0.0,5.2,,,24100.0,2.5,,7.0,,,5.6,4.6,5383,13938
2017-04-01 14,1491069600,99.65,101.78,N,0.0,22.0,,64.0,0.8,7.1,,,24100.0,2.6,,7.0,,,7.2,5.1,5244,13582
2017-04-01 15,1491073200,99.64,101.77,NNW,34.0,18.0,,57.0,1.1,9.1,,,24100.0,2.6,,6.0,,,9.5,7.0,5156,13301
2017-04-01 16,1491076800,99.66,101.78,NNW,33.0,23.0,39.0,47.0,-0.3,10.5,,,24100.0,2.6,,2.0,,,10.8,8.5,5104,13454
2017-04-01 17,1491080400,99.68,101.8,N,0.0,22.0,35.0,44.0,-1.4,10.3,,,24100.0,2.7,,8.0,,,11.0,10.3,5165,14000
2017-04-01 18,1491084000,99.72,101.85,N,0.0,22.0,,42.0,-2.6,9.7,,,24100.0,2.8,,8.0,,,10.8,9.7,5169,14194
2017-04-01 19,1491087600,99.78,101.89,,36.0,22.0,,38.0,-4.5,9.1,,,24100.0,2.8,,,,,,,5253,14573
2017-04-01 20,1491091200,99.82,101.95,N,0.0,17.0,,40.0,-5.4,7.3,,,24100.0,2.9,,3.0,,,9.1,7.3,5464,15315
2017-04-01 21,1491094800,99.88,102.01,N,35.0,18.0,,36.0,-7.1,7.0,,,24100.0,2.9,,0.0,,,7.5,6.2,5359,14842
2017-04-01 22,1491098400,99.93,102.07,WNW,30.0,17.0,,42.0,-6.2,5.7,,,24100.0,3.1,,0.0,,,7.0,5.5,5135,14206
2017-04-01 23,1491102000,99.95,102.09,WNW,28.0,11.0,,51.0,-5.2,4.0,,,24100.0,3.3,,1.0,,,5.6,3.6,4827,13397
2017-04-02 00,1491105600,99.93,102.07,WNW,29.0,11.0,,60.0,-3.4,3.7,,,24100.0,3.6,,1.0,,,4.5,3.6,4546,12679
2017-04-02 01,1491109200,99.94,102.08,W,27.0,10.0,,64.0,-3.6,2.5,,,24100.0,3.6,,1.0,,,3.6,1.6,4341,12213
2017-04-02 02,1491112800,99.93,102.06,WSW,25.0,9.0,,68.0,-3.2,2.1,,,24100.0,3.5,,2.0,,,3.5,1.7,4189,11815
2017-04-02 03,1491116400,99.93,102.06,W,27.0,8.0,,71.0,-2.9,1.8,,,24100.0,3.5,,3.0,,,3.1,1.8,4097,11536
2017-04-02 04,1491120000,99.93,102.06,WNW,29.0,13.0,,59.0,-4.1,3.2,,,24100.0,3.4,,5.0,,,3.3,1.7,4084,11608
2017-04-02 05,1491123600,99.93,102.06,W,27.0,13.0,,58.0,-4.4,3.1,,,24100.0,3.4,,4.0,,,4.0,2.9,4120,11890
2017-04-02 06,1491127200,99.92,102.05,W,26.0,13.0,,60.0,-3.5,3.6,,,24100.0,3.4,,4.0,,,4.5,2.8,4253,12407
2017-04-02 07,1491130800,99.98,102.11,NW,30.0,15.0,,61.0,-2.7,4.2,,,24100.0,3.3,,7.0,,,4.5,2.9,4360,12828
2017-04-02 08,1491134400,99.99,102.12,W,27.0,17.0,,62.0,-2.2,4.5,,,24100.0,3.3,,1.0,,,4.6,3.0,4544,13012
2017-04-02 09,1491138000,100.02,102.15,WNW,29.0,15.0,,55.0,-1.2,7.2,,,24100.0,3.2,,2.0,,,7.2,4.6,4726,13031
