timestamp,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,demand,Ontario_demand
2017-01-01 00,1483246800,98.67,100.79,W,26.0,35.0,45.0,69.0,-4.5,0.5,,,24100.0,,,7.0,,,0.9,0.3,5665,13522
2017-01-01 01,1483250400,98.83,100.95,W,26.0,35.0,,70.0,-4.5,0.3,,,24100.0,,,7.0,,,0.6,0.2,5665,13117
2017-01-01 02,1483254000,98.95,101.08,W,26.0,32.0,43.0,67.0,-5.4,0.0,-7.0,,24100.0,2.3,,7.0,,,0.3,-0.1,5665,12816
2017-01-01 03,1483257600,99.14,101.27,W,26.0,28.0,,69.0,-5.1,-0.1,-6.0,,24100.0,2.3,,7.0,,,0.0,-0.2,5665,12605
2017-01-01 04,1483261200,99.28,101.41,W,26.0,27.0,,69.0,-5.1,-0.1,-6.0,,24100.0,2.2,,7.0,,,-0.1,-0.3,5665,12563
2017-01-01 05,1483264800,99.35,101.49,WSW,25.0,18.0,,69.0,-5.1,-0.1,-5.0,,24100.0,2.3,,7.0,,,-0.1,-0.2,5665,12544
2017-01-01 06,1483268400,99.46,101.6,SW,23.0,16.0,,70.0,-5.2,-0.4,-5.0,,24100.0,2.3,,6.0,,,-0.1,-0.4,5665,12758
2017-01-01 07,1483272000,99.59,101.74,SW,23.0,15.0,,70.0,-6.4,-1.6,-6.0,,24100.0,2.3,,5.0,,,-0.4,-1.7,5665,13065
2017-01-01 08,1483275600,99.73,101.88,SW,23.0,19.0,,70.0,-6.7,-1.9,-7.0,,24100.0,2.4,,7.0,,,-1.6,-1.9,5665,13367
2017-01-01 09,1483279200,99.85,102.0,WSW,23.0,23.0,,68.0,-7.0,-1.8,-8.0,,24100.0,2.4,,1.0,,,-1.8,-2.3,5665,13644
2017-01-01 10,1483282800,99.97,102.12,WSW,24.0,24.0,,66.0,-6.7,-1.1,-7.0,,24100.0,2.4,,1.0,,,-1.0,-1.8,5665,13728
2017-01-01 11,1483286400,100.06,102.21,WSW,25.0,19.0,,62.0,-6.3,0.1,,,24100.0,2.3,,2.0,,,0.1,-1.0,5665,13555
2017-01-01 12,1483290000,99.99,102.14,WSW,24.0,21.0,,59.0,-6.3,0.8,,,24100.0,2.2,,1.0,,,0.9,0.1,5665,13567
2017-01-01 13,1483293600,100.0,102.15,WSW,23.0,20.0,,55.0,-6.9,1.2,,,24100.0,2.2,,1.0,,,1.6,0.6,5665,13441
2017-01-01 14,1483297200,99.98,102.13,WSW,25.0,17.0,,57.0,-6.4,1.2,,,24100.0,2.2,,0.0,,,1.8,1.1,5665,13442
2017-01-01 15,1483300800,100.06,102.21,W,25.0,18.0,,54.0,-6.6,1.7,,,24100.0,2.3,,0.0,,,1.7,1.2,5665,13926
2017-01-01 16,1483304400,100.17,102.33,WSW,24.0,17.0,,57.0,-6.4,1.2,,,24100.0,2.4,,0.0,,,1.8,1.2,5665,14942
2017-01-01 17,1483308000,100.23,102.39,WSW,23.0,8.0,,55.0,-7.4,0.6,,,24100.0,2.6,,2.0,,,1.3,0.5,5665,16279
2017-01-01 18,1483311600,100.36,102.52,SSW,20.0,15.0,,57.0,-6.9,0.7,,,24100.0,2.8,,1.0,,,0.9,0.2,5665,16313
2017-01-01 19,1483315200,100.38,102.55,SSW,19.0,8.0,,60.0,-6.8,0.1,,,24100.0,2.9,,0.0,,,0.7,0.1,5665,16018
2017-01-01 20,1483318800,100.44,102.61,WSW,24.0,8.0,,64.0,-6.2,-0.2,-3.0,,24100.0,3.1,,0.0,,,0.1,-0.3,5665,15787
2017-01-01 21,1483322400,100.5,102.67,SW,23.0,6.0,,67.0,-6.4,-1.0,-3.0,,24100.0,3.2,,1.0,,,-0.2,-1.0,5665,15275
2017-01-01 22,1483326000,100.52,102.69,SW,23.0,10.0,,74.0,-4.7,-0.6,-4.0,,24100.0,3.3,,3.0,,,-0.6,-1.2,5665,14615
2017-01-01 23,1483329600,100.54,102.71,,36.0,2.0,,72.0,-5.1,-0.7,-1.0,,24100.0,3.4,,3.0,,,-0.7,-1.5,5665,13847
2017-01-02 00,1483333200,100.51,102.68,SE,12.0,5.0,,72.0,-5.6,-1.2,-3.0,,24100.0,3.5,,3.0,,,-0.6,-1.7,5774,13274
2017-01-02 01,1483336800,100.55,102.72,NNE,2.0,8.0,,80.0,-5.4,-2.4,-6.0,,24100.0,3.7,,3.0,,,-1.2,-2.5,5777,13020
2017-01-02 02,1483340400,100.55,102.72,NE,3.0,10.0,,81.0,-5.1,-2.3,-6.0,,24100.0,3.9,,3.0,,,-1.7,-2.8,5781,12780
2017-01-02 03,1483344000,100.62,102.79,N,0.0,7.0,,78.0,-5.2,-1.9,-5.0,,24100.0,4.1,,6.0,,,-1.4,-2.2,5784,12669
2017-01-02 04,1483347600,100.57,102.74,NE,4.0,10.0,,80.0,-5.1,-2.1,-6.0,,24100.0,4.1,,6.0,,,-1.8,-2.7,5787,12746
2017-01-02 05,1483351200,100.61,102.78,NW,30.0,7.0,,83.0,-5.5,-3.0,-6.0,,24100.0,3.9,,6.0,,,-1.0,-3.1,5791,13027
2017-01-02 06,1483354800,100.58,102.75,NNE,2.0,9.0,,85.0,-4.9,-2.7,-6.0,,24100.0,3.7,,7.0,,,-2.6,-3.4,5794,13583
2017-01-02 07,1483358400,100.6,102.77,N,1.0,15.0,,84.0,-4.9,-2.6,-8.0,,24100.0,3.6,,6.0,,,-2.2,-3.1,5797,14408
2017-01-02 08,1483362000,100.6,102.78,NNE,3.0,12.0,,86.0,-5.7,-3.7,-8.0,,16100.0,3.6,,5.0,,,-2.4,-3.7,5801,14614
2017-01-02 09,1483365600,100.58,102.75,NNE,2.0,11.0,,90.0,-3.4,-2.0,-6.0,,16100.0,3.6,,4.0,,,-2.0,-4.1,5804,14630
2017-01-02 10,1483369200,100.55,102.72,ENE,6.0,13.0,,90.0,-0.2,1.3,,,16100.0,3.5,,4.0,,,1.3,-2.0,5807,14535
2017-01-02 11,1483372800,100.5,102.66,E,8.0,19.0,35.0,81.0,0.1,3.0,,,19300.0,3.2,,5.0,,,3.1,1.3,5811,14501
2017-01-02 12,1483376400,100.39,102.55,ENE,6.0,20.0,,77.0,0.2,3.9,,,24100.0,2.8,,5.0,,,3.9,3.1,5814,14509
2017-01-02 13,1483380000,100.32,102.48,E,9.0,18.0,,65.0,-1.3,4.7,,,24100.0,2.6,,5.0,,,4.7,3.9,5817,14528
2017-01-02 14,1483383600,100.33,102.49,E,8.0,15.0,,69.0,-1.0,4.2,,,24100.0,2.5,,8.0,,,4.8,4.2,5821,14879
2017-01-02 15,1483387200,100.31,102.47,ENE,7.0,17.0,,73.0,-0.4,4.0,,,24100.0,2.5,,8.0,,,4.2,3.8,5824,15462
2017-01-02 16,1483390800,100.23,102.39,E,8.0,23.0,,78.0,-0.2,3.3,,,24100.0,2.5,,8.0,,,3.9,3.3,5827,16443
2017-01-02 17,1483394400,100.22,102.38,E,8.0,17.0,,80.0,0.1,3.2,,,24100.0,2.5,,8.0,,,3.4,3.1,5830,17711
2017-01-02 18,1483398000,100.23,102.39,E,8.0,11.0,,80.0,0.2,3.3,,,24100.0,2.5,,8.0,,,3.3,3.2,5834,17411
2017-01-02 19,1483401600,100.08,102.24,E,9.0,16.0,,80.0,0.2,3.3,,,24100.0,2.5,,8.0,,,3.4,3.2,5837,17173
2017-01-02 20,1483405200,99.95,102.11,E,9.0,7.0,,82.0,0.7,3.5,,,24100.0,2.5,,8.0,,,3.5,3.3,5840,16782
2017-01-02 21,1483408800,99.87,102.02,ENE,7.0,12.0,,87.0,1.6,3.6,,,24100.0,2.5,,8.0,,,3.6,3.5,5844,16310
2017-01-02 22,1483412400,99.84,101.98,E,8.0,11.0,,91.0,2.2,3.5,,,19300.0,2.4,,8.0,,,3.6,3.5,5847,15439
2017-01-02 23,1483416000,99.77,101.91,E,8.0,12.0,,94.0,2.4,3.3,,,19300.0,2.3,,8.0,,,3.5,3.3,5850,14325
2017-01-03 00,1483419600,99.67,101.8,ENE,6.0,16.0,,95.0,2.6,3.3,,,16100.0,2.3,,8.0,,,3.3,3.3,5854,13642
2017-01-03 01,1483423200,99.59,101.72,E,8.0,10.0,,95.0,2.5,3.2,,,19300.0,2.2,,8.0,,,3.3,3.2,5857,13302
2017-01-03 02,1483426800,99.56,101.69,ENE,7.0,10.0,,96.0,2.6,3.2,,,6400.0,2.2,,8.0,,,3.3,3.2,5860,13050
2017-01-03 03,1483430400,99.51,101.64,NE,4.0,10.0,,96.0,2.4,3.0,,,8100.0,2.2,,8.0,,,3.3,2.8,5864,12983
2017-01-03 04,1483434000,99.42,101.55,ENE,7.0,12.0,,97.0,2.9,3.3,,,6400.0,2.1,,8.0,,,3.3,3.0,5867,13044
2017-01-03 05,1483437600,99.27,101.4,ESE,10.0,12.0,,97.0,3.0,3.4,,,8100.0,2.0,,8.0,,,3.4,3.2,5870,13552
2017-01-03 06,1483441200,99.13,101.25,ESE,11.0,16.0,,97.0,3.3,3.7,,,6400.0,2.0,,8.0,,,3.7,3.4,5874,14737
2017-01-03 07,1483444800,99.04,101.16,ESE,10.0,16.0,,97.0,3.4,3.8,,,6400.0,2.0,,8.0,,,3.8,3.6,5877,16068
2017-01-03 08,1483448400,98.98,101.1,ESE,12.0,14.0,,97.0,3.6,4.0,,,200.0,2.1,,,,,4.0,3.8,5880,16476
2017-01-03 09,1483452000,98.9,101.02,E,9.0,9.0,,97.0,3.7,4.1,,,200.0,2.2,,,,,4.1,4.0,5884,16923
2017-01-03 10,1483455600,98.85,100.97,E,9.0,11.0,,97.0,3.9,4.3,,,1200.0,2.3,,3.0,,,4.3,4.1,5887,17231
2017-01-03 11,1483459200,98.74,100.85,ENE,7.0,12.0,,97.0,4.0,4.4,,,6400.0,2.3,,8.0,,,4.4,4.3,5890,17510
2017-01-03 12,1483462800,98.62,100.73,E,8.0,10.0,,97.0,3.9,4.3,,,24100.0,2.3,,8.0,,,4.4,4.3,5894,17448
2017-01-03 13,1483466400,98.46,100.57,ENE,6.0,7.0,,97.0,3.9,4.3,,,6400.0,2.3,,8.0,,,4.3,4.2,5897,17494
2017-01-03 14,1483470000,98.3,100.41,ENE,6.0,14.0,,97.0,3.8,4.2,,,6400.0,2.3,,8.0,,,4.3,4.2,5900,17557
2017-01-03 15,1483473600,98.25,100.36,NE,5.0,8.0,,97.0,3.7,4.1,,,9700.0,2.3,,8.0,,,4.3,3.8,5903,17629
2017-01-03 16,1483477200,98.17,100.27,NE,5.0,14.0,,97.0,3.6,4.0,,,6400.0,2.4,,8.0,,,4.1,3.8,5907,18121
2017-01-03 17,1483480800,98.09,100.19,ENE,5.0,15.0,,97.0,3.5,3.9,,,4800.0,2.4,,5.0,,,4.0,3.6,5910,18981
2017-01-03 18,1483484400,98.05,100.15,NE,5.0,9.0,,97.0,3.2,3.6,,,6400.0,2.5,,8.0,,,3.9,3.5,5913,18626
2017-01-03 19,1483488000,97.99,100.09,N,0.0,12.0,,97.0,2.8,3.2,,,9700.0,2.7,,8.0,,,3.6,3.2,5917,18359
2017-01-03 20,1483491600,97.94,100.04,NNW,34.0,16.0,,97.0,2.6,3.0,,,8100.0,2.7,,8.0,,,3.3,3.0,5920,17918
2017-01-03 21,1483495200,97.8,99.9,N,35.0,17.0,,97.0,1.8,2.2,,,16100.0,2.6,,8.0,,,3.0,2.2,5923,17254
2017-01-03 22,1483498800,97.76,99.86,NNW,34.0,18.0,,96.0,1.4,2.0,,,19300.0,2.5,,8.0,,,2.2,1.9,5829,16077
2017-01-03 23,1483502400,97.69,99.79,N,35.0,15.0,,95.0,1.1,1.8,,,19300.0,2.4,,8.0,,,2.0,1.8,5406,14858
2017-01-04 00,1483506000,97.67,99.77,NW,31.0,15.0,,95.0,1.1,1.8,,,24100.0,2.3,,8.0,,,1.9,1.7,5051,13984
2017-01-04 01,1483509600,97.61,99.7,W,26.0,9.0,,94.0,1.0,1.9,,,24100.0,2.3,,8.0,,,1.9,1.7,4828,13488
2017-01-04 02,1483513200,97.59,99.68,WSW,25.0,9.0,,95.0,1.6,2.3,,,16100.0,2.3,,8.0,,,2.3,1.8,4696,13227
2017-01-04 03,1483516800,97.59,99.68,WSW,25.0,16.0,,95.0,2.1,2.8,,,24100.0,2.3,,8.0,,,2.9,2.3,4634,13013
2017-01-04 04,1483520400,97.59,99.68,W,27.0,23.0,,90.0,2.0,3.5,,,24100.0,2.3,,8.0,,,3.5,2.9,4665,13074
2017-01-04 05,1483524000,97.55,99.64,WNW,29.0,23.0,,83.0,0.3,2.9,,,24100.0,2.1,,6.0,,,3.5,2.9,4889,13586
2017-01-04 06,1483527600,97.62,99.72,W,27.0,23.0,40.0,82.0,-0.6,2.2,,,24100.0,1.9,,6.0,,,2.9,2.2,5284,14759
2017-01-04 07,1483531200,97.67,99.77,WSW,25.0,18.0,34.0,82.0,-0.3,2.5,,,24100.0,1.8,,8.0,,,2.6,2.2,5795,15944
2017-01-04 08,1483534800,97.68,99.78,WSW,25.0,34.0,48.0,82.0,-0.5,2.3,,,24100.0,1.8,,8.0,,,2.5,2.3,6057,16278
2017-01-04 09,1483538400,97.71,99.81,W,26.0,45.0,58.0,81.0,-1.6,1.3,,,24100.0,1.9,,7.0,,,2.3,1.3,6195,16546
2017-01-04 10,1483542000,97.75,99.85,W,26.0,45.0,58.0,65.0,-5.1,0.7,,,24100.0,2.0,,7.0,,,1.7,0.7,6406,16766
2017-01-04 11,1483545600,97.83,99.94,W,25.0,59.0,,67.0,-6.3,-0.9,-10.0,,24100.0,2.0,,7.0,,,0.7,-0.9,6575,16923
2017-01-04 12,1483549200,97.85,99.96,W,26.0,56.0,74.0,67.0,-7.9,-2.6,-12.0,,24100.0,2.1,,7.0,,,-0.8,-2.6,6684,16990
2017-01-04 13,1483552800,97.97,100.09,W,26.0,43.0,61.0,62.0,-9.9,-3.6,-12.0,,24100.0,2.1,,7.0,,,-2.5,-3.8,6691,17173
2017-01-04 14,1483556400,98.05,100.17,WSW,25.0,46.0,,59.0,-11.5,-4.6,-14.0,,24100.0,2.1,,7.0,,,-3.6,-4.7,6684,17292
2017-01-04 15,1483560000,98.12,100.24,W,26.0,44.0,55.0,58.0,-12.1,-5.1,-15.0,,24100.0,2.0,,7.0,,,-4.6,-5.2,6676,17612
2017-01-04 16,1483563600,98.18,100.3,WSW,25.0,41.0,66.0,60.0,-12.3,-5.7,-15.0,,24100.0,2.0,,6.0,,,-5.1,-5.9,6832,18206
2017-01-04 17,1483567200,98.27,100.4,W,26.0,45.0,,63.0,-12.3,-6.4,-16.0,,24100.0,2.1,,8.0,,,-5.8,-6.4,7230,19327
2017-01-04 18,1483570800,98.31,100.44,WSW,25.0,37.0,55.0,63.0,-12.6,-6.7,-16.0,,19300.0,2.1,,8.0,,,-6.2,-6.8,7224,19070
2017-01-04 19,1483574400,98.38,100.51,W,26.0,37.0,62.0,64.0,-13.4,-7.7,-17.0,,24100.0,2.1,,6.0,,,-6.7,-7.7,7097,18868
2017-01-04 20,1483578000,98.39,100.53,WSW,25.0,46.0,,63.0,-13.9,-8.0,-19.0,,24100.0,2.1,,2.0,,,-7.7,-8.1,6968,18643
2017-01-04 21,1483581600,98.43,100.57,W,25.0,36.0,54.0,65.0,-13.7,-8.2,-18.0,,24100.0,2.2,,3.0,,,-7.9,-8.2,6714,18169
2017-01-04 22,1483585200,98.45,100.59,W,26.0,43.0,53.0,64.0,-14.0,-8.3,-19.0,,24100.0,2.2,,2.0,,,-8.1,-8.3,6341,17201
2017-01-04 23,1483588800,98.5,100.65,W,26.0,38.0,51.0,65.0,-14.0,-8.5,-19.0,,24100.0,2.2,,1.0,,,-8.3,-8.5,5906,16106
2017-01-05 00,1483592400,98.47,100.62,WSW,25.0,39.0,52.0,65.0,-14.0,-8.5,-19.0,,24100.0,2.2,,1.0,,,-8.4,-8.5,5579,15382
2017-01-05 01,1483596000,98.46,100.61,WSW,25.0,36.0,55.0,67.0,-13.4,-8.3,-18.0,,24100.0,2.2,,2.0,,,-8.3,-8.5,5333,14926
2017-01-05 02,1483599600,98.59,100.74,WSW,24.0,42.0,53.0,66.0,-12.7,-7.4,-17.0,,24100.0,2.3,,8.0,,,-7.4,-8.3,5202,14625
2017-01-05 03,1483603200,98.71,100.87,WSW,25.0,34.0,48.0,64.0,-12.9,-7.2,-16.0,,24100.0,2.3,,8.0,,,-7.2,-7.4,5146,14506
2017-01-05 04,1483606800,98.75,100.91,WSW,24.0,36.0,52.0,64.0,-12.8,-7.1,-16.0,,20900.0,2.3,,8.0,,,-7.1,-7.2,5168,14586
2017-01-05 05,1483610400,98.8,100.96,WSW,24.0,35.0,45.0,66.0,-12.7,-7.4,-17.0,,19300.0,2.3,,8.0,,,-7.1,-7.4,5386,15135
2017-01-05 06,1483614000,98.87,101.03,WSW,25.0,38.0,,61.0,-13.6,-7.3,-17.0,,24100.0,2.3,,8.0,,,-7.2,-7.4,5835,16318
2017-01-05 07,1483617600,98.89,101.06,SW,23.0,26.0,,65.0,-13.5,-8.0,-16.0,,24100.0,2.3,,7.0,,,-7.2,-8.0,6349,17511
2017-01-05 08,1483621200,98.94,101.11,WSW,24.0,27.0,40.0,67.0,-13.2,-8.1,-17.0,,24100.0,2.4,,7.0,,,-8.0,-8.5,6557,17784
2017-01-05 09,1483624800,98.98,101.15,WSW,23.0,21.0,37.0,71.0,-12.5,-8.1,-16.0,,19300.0,2.5,,7.0,,,-7.8,-8.3,6709,17978
2017-01-05 10,1483628400,99.04,101.21,WSW,24.0,31.0,,65.0,-13.4,-7.9,-17.0,,24100.0,2.6,,7.0,,,-7.8,-8.2,6790,17920
2017-01-05 11,1483632000,99.07,101.24,WSW,24.0,30.0,,65.0,-13.6,-8.1,-17.0,,19300.0,2.6,,7.0,,,-7.3,-8.1,6875,17992
2017-01-05 12,1483635600,99.01,101.18,WSW,24.0,24.0,34.0,60.0,-13.9,-7.4,-15.0,,24100.0,2.5,,8.0,,,-7.4,-8.1,6851,17902
2017-01-05 13,1483639200,98.94,101.11,WSW,25.0,33.0,46.0,56.0,-14.0,-6.6,-15.0,,24100.0,2.5,,8.0,,,-6.5,-7.5,6881,17954
2017-01-05 14,1483642800,98.92,101.09,W,26.0,24.0,38.0,62.0,-12.8,-6.7,-14.0,,24100.0,2.5,,7.0,,,-6.5,-7.0,6903,18052
2017-01-05 15,1483646400,98.93,101.1,W,28.0,27.0,,57.0,-14.4,-7.2,-15.0,,24100.0,2.5,,7.0,,,-6.5,-7.2,6905,18301
2017-01-05 16,1483650000,98.98,101.15,WSW,25.0,25.0,,59.0,-14.2,-7.5,-16.0,,24100.0,2.5,,7.0,,,-7.0,-7.5,7039,18931
2017-01-05 17,1483653600,98.96,101.13,W,27.0,16.0,,75.0,-11.9,-8.2,-15.0,,19300.0,2.5,,8.0,,,-7.4,-8.3,7361,20090
2017-01-05 18,1483657200,99.01,101.18,W,25.0,20.0,,75.0,-12.3,-8.6,-16.0,,24100.0,2.6,,6.0,,,-8.2,-8.6,7358,19787
2017-01-05 19,1483660800,99.07,101.25,WNW,28.0,23.0,34.0,68.0,-13.9,-9.0,-17.0,,24100.0,2.7,,2.0,,,-8.6,-9.0,7253,19573
2017-01-05 20,1483664400,99.11,101.29,W,27.0,22.0,32.0,68.0,-14.3,-9.4,-17.0,,24100.0,2.8,,2.0,,,-8.9,-9.5,7114,19330
2017-01-05 21,1483668000,99.13,101.31,W,27.0,18.0,,70.0,-14.6,-10.1,-18.0,,24100.0,2.8,,1.0,,,-9.4,-10.2,6862,18688
2017-01-05 22,1483671600,99.18,101.36,W,26.0,21.0,,66.0,-15.8,-10.6,-19.0,,24100.0,2.7,,0.0,,,-10.2,-10.6,6463,17610
2017-01-05 23,1483675200,99.26,101.44,WSW,25.0,16.0,,69.0,-15.9,-11.3,-19.0,,24100.0,2.6,,0.0,,,-10.6,-11.3,6035,16545
2017-01-06 00,1483678800,99.27,101.45,WSW,25.0,16.0,,69.0,-16.2,-11.6,-19.0,,24100.0,2.6,,0.0,,,-11.2,-11.6,5668,15843
2017-01-06 01,1483682400,99.32,101.5,WSW,24.0,19.0,,70.0,-16.3,-11.9,-20.0,,24100.0,2.6,,0.0,,,-11.6,-11.9,5435,15342
2017-01-06 02,1483686000,99.33,101.51,W,27.0,22.0,32.0,72.0,-16.2,-12.1,-21.0,,24100.0,2.6,,0.0,,,-11.9,-12.1,5349,15110
2017-01-06 03,1483689600,99.37,101.56,WSW,25.0,19.0,,73.0,-16.2,-12.3,-21.0,,24100.0,2.6,,0.0,,,-12.1,-12.4,5315,15012
2017-01-06 04,1483693200,99.37,101.56,WSW,24.0,20.0,31.0,73.0,-16.5,-12.6,-21.0,,24100.0,2.6,,0.0,,,-12.3,-12.6,5331,15154
2017-01-06 05,1483696800,99.39,101.58,WSW,25.0,23.0,,72.0,-16.8,-12.7,-22.0,,24100.0,2.6,,0.0,,,-12.6,-12.8,5560,15720
2017-01-06 06,1483700400,99.45,101.64,WSW,25.0,25.0,,72.0,-17.0,-13.0,-23.0,,24100.0,2.6,,0.0,,,-12.7,-13.0,5981,16885
2017-01-06 07,1483704000,99.51,101.71,WSW,25.0,23.0,,70.0,-17.7,-13.3,-23.0,,24100.0,2.7,,1.0,,,-13.0,-13.3,6470,18091
2017-01-06 08,1483707600,99.57,101.77,W,26.0,26.0,,69.0,-17.9,-13.4,-23.0,,24100.0,2.8,,2.0,,,-13.3,-13.4,6673,18268
2017-01-06 09,1483711200,99.64,101.84,W,26.0,29.0,,67.0,-17.4,-12.5,-23.0,,24100.0,2.9,,2.0,,,-12.4,-13.4,6766,18154
2017-01-06 10,1483714800,99.69,101.89,WSW,25.0,26.0,,62.0,-16.7,-10.8,-20.0,,24100.0,3.0,,2.0,,,-10.8,-12.4,6814,17687
2017-01-06 11,1483718400,99.78,101.98,WSW,25.0,35.0,,56.0,-16.2,-8.9,-19.0,,24100.0,2.9,,2.0,,,-8.8,-10.7,6850,17439
2017-01-06 12,1483722000,99.78,101.98,WSW,24.0,26.0,36.0,54.0,-15.7,-7.9,-16.0,,24100.0,2.8,,3.0,,,-7.9,-9.0,6810,17393
2017-01-06 13,1483725600,99.72,101.92,WSW,25.0,24.0,,50.0,-16.7,-8.0,-16.0,,24100.0,2.7,,4.0,,,-7.5,-8.3,6803,17393
2017-01-06 14,1483729200,99.79,101.99,W,26.0,22.0,,48.0,-16.8,-7.6,-15.0,,24100.0,2.6,,4.0,,,-7.6,-8.1,6743,17431
2017-01-06 15,1483732800,99.83,102.03,W,26.0,23.0,,48.0,-16.8,-7.6,-15.0,,24100.0,2.6,,4.0,,,-7.3,-7.9,6739,17742
2017-01-06 16,1483736400,99.92,102.12,WNW,28.0,25.0,,49.0,-17.5,-8.6,-17.0,,24100.0,2.6,,5.0,,,-7.6,-8.6,6864,18589
2017-01-06 17,1483740000,100.0,102.21,W,26.0,18.0,28.0,55.0,-17.3,-9.9,-17.0,,24100.0,2.6,,4.0,,,-8.6,-9.9,7259,19911
2017-01-06 18,1483743600,100.14,102.35,W,26.0,18.0,31.0,55.0,-18.0,-10.6,-18.0,,24100.0,2.7,,3.0,,,-9.9,-10.6,7267,19745
2017-01-06 19,1483747200,100.24,102.46,WSW,25.0,21.0,,56.0,-17.9,-10.7,-19.0,,24100.0,2.7,,4.0,,,-10.6,-11.1,7161,19529
2017-01-06 20,1483750800,100.27,102.49,WSW,25.0,21.0,,61.0,-17.3,-11.2,-20.0,,24100.0,2.8,,3.0,,,-10.7,-11.2,7016,19303
2017-01-06 21,1483754400,100.3,102.52,W,26.0,15.0,,62.0,-17.4,-11.5,-19.0,,24100.0,2.8,,2.0,,,-11.2,-11.6,6769,18576
2017-01-06 22,1483758000,100.33,102.55,W,27.0,14.0,,64.0,-17.2,-11.7,-19.0,,24100.0,2.8,,1.0,,,-11.4,-11.8,6423,17714
2017-01-06 23,1483761600,100.37,102.58,W,27.0,17.0,,65.0,-17.2,-11.9,-20.0,,24100.0,2.8,,1.0,,,-11.6,-11.9,5976,16586
2017-01-07 00,1483765200,100.39,102.6,W,25.0,12.0,,70.0,-17.0,-12.6,-19.0,,24100.0,2.8,,1.0,,,-11.9,-12.6,5665,15825
2017-01-07 01,1483768800,100.44,102.65,WSW,25.0,11.0,,70.0,-17.1,-12.7,-19.0,,24100.0,2.8,,1.0,,,-12.4,-12.7,5441,15336
2017-01-07 02,1483772400,100.46,102.67,W,26.0,8.0,,71.0,-17.3,-13.1,-18.0,,24100.0,2.9,,1.0,,,-12.6,-13.1,5288,15053
2017-01-07 03,1483776000,100.51,102.72,WSW,25.0,10.0,,70.0,-17.4,-13.0,-19.0,,24100.0,2.9,,1.0,,,-12.7,-13.4,5210,14951
2017-01-07 04,1483779600,100.54,102.76,WSW,25.0,8.0,,71.0,-17.6,-13.4,-18.0,,24100.0,2.9,,0.0,,,-13.0,-13.4,5171,14935
2017-01-07 05,1483783200,100.52,102.74,W,26.0,9.0,,72.0,-17.6,-13.6,-19.0,,24100.0,2.9,,0.0,,,-13.2,-13.7,5253,15246
2017-01-07 06,1483786800,100.53,102.75,W,27.0,9.0,,73.0,-17.5,-13.6,-19.0,,24100.0,3.0,,0.0,,,-13.4,-13.9,5428,15844
2017-01-07 07,1483790400,100.53,102.75,WSW,25.0,9.0,,75.0,-17.4,-13.9,-20.0,,24100.0,3.1,,1.0,,,-13.7,-14.2,5655,16546
2017-01-07 08,1483794000,100.53,102.76,WSW,25.0,6.0,,75.0,-17.4,-13.9,-18.0,,24100.0,3.3,,2.0,,,-13.8,-14.1,5852,17107
2017-01-07 09,1483797600,100.58,102.8,WSW,25.0,16.0,,74.0,-16.2,-12.5,-20.0,,24100.0,3.5,,2.0,,,-12.5,-14.1,6040,17132
2017-01-07 10,1483801200,100.59,102.81,WSW,25.0,13.0,,72.0,-14.2,-10.1,-16.0,,24100.0,3.5,,8.0,,,-10.1,-12.5,6165,16993
2017-01-07 11,1483804800,100.58,102.8,W,25.0,13.0,,66.0,-14.5,-9.3,-15.0,,24100.0,3.4,,8.0,,,-9.0,-10.6,6278,16977
2017-01-07 12,1483808400,100.53,102.74,W,26.0,22.0,,58.0,-14.8,-7.9,-16.0,,24100.0,3.1,,8.0,,,-7.6,-9.6,6344,16925
2017-01-07 13,1483812000,100.42,102.63,WSW,24.0,18.0,,55.0,-15.4,-7.8,-15.0,,24100.0,2.9,,7.0,,,-7.8,-8.5,6348,16912
2017-01-07 14,1483815600,100.37,102.58,WSW,25.0,25.0,,55.0,-15.6,-8.0,-16.0,,19300.0,2.7,,8.0,,,-7.8,-8.2,6343,16999
2017-01-07 15,1483819200,100.37,102.58,WNW,29.0,21.0,,59.0,-15.3,-8.6,-16.0,,24100.0,2.7,,7.0,,,-7.8,-8.7,6354,17174
2017-01-07 16,1483822800,100.4,102.62,W,27.0,30.0,,51.0,-17.6,-9.2,-18.0,,24100.0,2.6,,8.0,,,-8.6,-9.2,6496,17984
2017-01-07 17,1483826400,100.42,102.64,WSW,25.0,21.0,,53.0,-18.4,-10.5,-19.0,,24100.0,2.6,,1.0,,,-9.2,-10.5,6855,19268
2017-01-07 18,1483830000,100.43,102.65,W,26.0,23.0,,53.0,-18.4,-10.5,-19.0,,24100.0,2.7,,7.0,,,-10.4,-10.7,6859,19110
2017-01-07 19,1483833600,100.4,102.62,WSW,25.0,21.0,,56.0,-18.5,-11.3,-20.0,,24100.0,2.7,,4.0,,,-10.6,-11.3,6709,18681
2017-01-07 20,1483837200,100.41,102.63,WSW,24.0,22.0,,61.0,-17.6,-11.5,-20.0,,24100.0,2.7,,5.0,,,-11.3,-11.8,6570,18291
